,id_consommation,annee_consommation,surface_declaree,nombre_declaration,consommation_declaree,densite_energetique,coordonnees_gps,consommation_log,consommation_etat,id_zone_climatique,id_vecteur_energie,id_commune,nom_commune,id_departement,nom_departement,id_region,nom_region,zone_climatique,vecteur_energie
276,277,2020,17585,7,1517811,86.31282342905885,"(49.5737038, -1.6256545)",14.232780382100692,Normale,6,1,85,TOLLEVAST,41,Manche,4,Normandie,H2a,Electricite
277,278,2020,1084,4,85976,79.31365313653137,"(49.5314276, -1.812071)",11.361835097606228,Normale,6,1,86,TREAUVILLE,41,Manche,4,Normandie,H2a,Electricite
278,279,2020,6451,3,373595,57.91272670903736,"(48.8469864, -1.5574109)",12.830930278641391,Normale,6,1,87,YQUELON,41,Manche,4,Normandie,H2a,Electricite
279,280,2020,23540,12,4821802,204.83440951571797,"(48.283769050000004, -2.5021237041884214)",15.388658482471437,Normale,6,2,224,LE MENE,29,Côtes-d'Armor,7,Bretagne,H2a,Inconnu
280,281,2020,8958,3,1968905,219.79292252734984,"(48.5968982, -2.2922438)",14.492988616512148,Normale,6,2,225,MATIGNON,29,Côtes-d'Armor,7,Bretagne,H2a,Inconnu
281,282,2020,21413,5,3887125,181.53107925092235,"(48.42374, -2.4479)",15.17318062505377,Normale,6,1,88,PLESTAN,29,Côtes-d'Armor,7,Bretagne,H2a,Electricite
282,283,2020,7502,3,1363812,181.79312183417755,"(48.3144412, -3.1637855)",14.125795011212729,Normale,6,2,226,SAINT NICOLAS DU PELEM,29,Côtes-d'Armor,7,Bretagne,H2a,Inconnu
283,284,2020,4134,7,1118157,270.478229317852,"(48.0, -4.3357542)",13.927193246504402,Normale,6,1,227,LANDUDEC,42,Finistère,7,Bretagne,H2a,Electricite
284,285,2020,5375,3,162638,30.258232558139536,"(48.474324, -4.638987)",11.999288299734385,Normale,6,1,90,LANRIVOARE,42,Finistère,7,Bretagne,H2a,Electricite
285,286,2020,1950,3,125835,64.53076923076924,"(48.0984894, -4.2077026)",11.742734750831538,Normale,6,1,228,LOCRONAN,42,Finistère,7,Bretagne,H2a,Electricite
286,287,2020,4164,4,374015,89.82108549471661,"(47.9805233, -4.1785594)",12.832053856230262,Normale,6,1,91,PLUGUFFAN,42,Finistère,7,Bretagne,H2a,Electricite
287,288,2020,7356,3,760060,103.3251767264818,"(48.4538382, -4.3349176)",13.541153972199494,Normale,6,2,229,SAINT DIVY,42,Finistère,7,Bretagne,H2a,Inconnu
288,289,2020,7223,3,1078034,149.25017305828604,"(47.6373804, -2.1625362)",13.890650497456487,Normale,6,2,230,ALLAIRE,16,Morbihan,7,Bretagne,H2a,Inconnu
289,290,2020,6476,3,1654558,255.4907350216183,"(47.6166941, -3.0011326)",14.319045066028329,Normale,6,2,231,CRACH,16,Morbihan,7,Bretagne,H2a,Inconnu
290,291,2020,102825,11,1787105,17.38006321419888,"(48.8841522, 2.2368863)",14.396108109673914,Normale,7,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H2b,Electricite
291,292,2020,10812,3,1555423,143.86080281169072,"(47.3306906, 2.8390454)",14.257258735238375,Normale,7,2,95,SANCERRE,44,Cher,13,Centre-Val de Loire,H2b,Inconnu
292,293,2020,445,3,19996,44.93483146067416,"(49.8465253, 3.2876843)",9.903337541285005,Normale,7,1,232,SAINT QUENTIN,71,Aisne,5,Hauts-de-France,H2b,Electricite
293,294,2020,5665,3,909216,160.49708737864077,"(47.1999241, -1.7550364)",13.720339068541994,Normale,7,2,233,LE PELLERIN,46,Loire-Atlantique,14,Pays de la Loire,H2b,Inconnu
294,295,2020,11624,7,479016,41.20922229869236,"(42.8767279, 0.6100228)",13.079491366368703,Normale,7,1,97,LEGE,46,Loire-Atlantique,14,Pays de la Loire,H2b,Electricite
295,296,2020,4086,6,191779,46.93563387175722,"(47.4484305, -1.3485691)",12.164104160707671,Normale,7,1,98,MOUZEIL,46,Loire-Atlantique,14,Pays de la Loire,H2b,Electricite
296,297,2020,19213,5,2929431,152.47129547702076,"(48.140451, 0.1700029)",14.89031910554533,Normale,7,2,101,SAINTE JAMME SUR SARTHE,48,Sarthe,14,Pays de la Loire,H2b,Inconnu
297,298,2020,1832,7,155462,84.85917030567686,"(46.8216667, -1.6488889)",11.954163040166522,Normale,7,1,105,GRAND LANDES,49,Vendée,14,Pays de la Loire,H2b,Electricite
298,299,2020,9609,3,449831,46.813508169424495,"(46.9427746, -1.0647926)",13.01662945870693,Normale,7,2,234,LA GAUBRETIERE,49,Vendée,14,Pays de la Loire,H2b,Inconnu
299,300,2020,2348,4,119085,50.71763202725724,"(45.2201951, -0.0270315)",11.687601200155294,Normale,7,1,107,LA GENETOUZE,49,Vendée,14,Pays de la Loire,H2b,Electricite
300,301,2020,7067,3,455204,64.4126220461299,"(46.3552778, -1.2475)",13.028503145916709,Normale,7,2,235,SAINT MICHEL EN L HERM,49,Vendée,14,Pays de la Loire,H2b,Inconnu
301,302,2020,17630,4,3032725,172.02070334656835,"(46.7591667, -0.9558333)",14.924972442992091,Normale,7,2,108,SAINT PROUANT,49,Vendée,14,Pays de la Loire,H2b,Inconnu
302,303,2020,1883,6,66853,35.503451938396175,"(48.1197799, -1.6038829)",11.110266416192523,Normale,7,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H2b,Electricite
303,304,2020,7393,3,1093812,147.9523873934803,"(45.6570858, 0.0842416)",13.905180314995144,Normale,7,2,236,LINARS,78,Charente,11,Nouvelle-Aquitaine,H2b,Inconnu
304,305,2020,7721,3,507170,65.68708716487501,"(46.216722, -0.8863543)",13.136603503814356,Normale,7,1,237,SAINT SAUVEUR D AUNIS,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
305,306,2020,10611,3,1594928,150.3089247007822,"(46.1491638, -1.3115373)",14.282339779103715,Normale,7,1,238,SAINTE MARIE DE RE,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
306,307,2020,14975,3,1617081,107.9853756260434,"(46.188253, -1.0157986)",14.296133848467043,Normale,7,1,110,SAINTE SOULLE,50,Charente-Maritime,11,Nouvelle-Aquitaine,H2b,Electricite
307,308,2020,15762,3,725548,46.03146808780612,"(46.6598371, -0.2362671)",13.494683888653524,Normale,7,2,239,CHATILLON SUR THOUET,51,Deux-Sèvres,11,Nouvelle-Aquitaine,H2b,Inconnu
308,309,2020,2660,5,209807,78.87481203007519,"(46.3221639, -0.2954875)",12.253948105771206,Normale,7,1,111,FRESSINES,51,Deux-Sèvres,11,Nouvelle-Aquitaine,H2b,Electricite
309,310,2020,10441,5,3459241,331.31318839191647,"(46.8892151, -0.2357384)",15.056560047888931,Normale,7,2,240,SAINT VARENT,51,Deux-Sèvres,11,Nouvelle-Aquitaine,H2b,Inconnu
310,311,2020,11292,4,1710416,151.4714842366277,"(46.12234225, 0.10545236330471891)",14.352247758399034,Normale,7,2,112,SAUZE VAUSSAIS,51,Deux-Sèvres,11,Nouvelle-Aquitaine,H2b,Inconnu
311,312,2020,1718,3,96128,55.953434225844006,"(46.6815502, 0.5695724)",11.473446318425914,Normale,7,1,113,BONNEUIL MATOURS,52,Vienne,11,Nouvelle-Aquitaine,H2b,Electricite
312,313,2020,4999,5,808918,161.81596319263852,"(46.8205247, 0.3690097)",13.60345406741853,Normale,7,2,241,SAINT GENEST D AMBIERE,52,Vienne,11,Nouvelle-Aquitaine,H2b,Inconnu
313,314,2020,5541,3,524650,94.68507489622812,"(45.8354243, 1.2644847)",13.170488558616832,Normale,7,1,242,LIMOGES,33,Haute-Vienne,11,Nouvelle-Aquitaine,H2b,Electricite
314,315,2020,6694,3,610484,91.1986853899014,"(44.8161224, 0.4542574)",13.322009002206478,Normale,8,2,243,SAINT LAURENT DES VIGNES,31,Dordogne,11,Nouvelle-Aquitaine,H2c,Inconnu
315,316,2020,8712,7,1533505,176.02215335169882,"(44.7044407, -0.4511393)",14.243067175146985,Normale,8,2,244,BEAUTIRAN,32,Gironde,11,Nouvelle-Aquitaine,H2c,Inconnu
316,317,2020,10238,3,1876579,183.2954678648173,"(44.6442931, -0.3227988)",14.444961529209088,Normale,8,1,245,BEGUEY,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
317,318,2020,1235,19,77562,62.80323886639676,"(45.4329646, -1.1073562304622029)",11.258845788340366,Normale,8,1,246,GRAYAN ET L HOPITAL,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
318,319,2020,2781,7,45633,16.408845738942826,"(44.9706388, -0.1398679)",10.728408331705516,Normale,8,1,116,LES ARTIGUES DE LUSSAC,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
319,320,2020,7175,3,299322,41.71735191637631,"(44.9517222, -0.237159)",12.609278536862227,Normale,8,1,247,LES BILLAUX,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
320,321,2020,5995,3,648253,108.13227689741451,"(45.0816918, -0.4956194)",13.3820378738408,Normale,8,1,117,PUGNAC,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
321,322,2020,7800,3,480400,61.58974358974359,"(48.6981206, -1.3080672)",13.082376450784468,Normale,8,1,118,SAINT BRICE,32,Gironde,11,Nouvelle-Aquitaine,H2c,Electricite
322,323,2020,19213,8,1630479,84.86332170925935,"(43.6334222, -1.361178)",14.304385007960262,Normale,8,1,248,BENESSE MAREMNE,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
323,324,2020,7369,3,493927,67.0276835391505,"(43.8489264, -1.3566675)",13.11014503655979,Normale,8,1,119,MOLIETS ET MAA,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
324,325,2020,2607,3,192337,73.77713847334101,"(44.3080279, -0.7777106)",12.167009519959317,Normale,8,1,120,PISSOS,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
325,326,2020,2919,4,166538,57.053100376841385,"(44.3280449, -0.9615648)",12.022984795208314,Normale,8,1,249,YCHOUX,53,Landes,11,Nouvelle-Aquitaine,H2c,Electricite
326,327,2020,9547,9,649938,68.0777207499738,"(43.4831925, -1.3902495)",13.384633791314148,Normale,8,1,122,LAHONCE,55,Pyrénées-Atlantiques,11,Nouvelle-Aquitaine,H2c,Electricite
327,328,2020,4031,3,237050,58.806747705284046,"(43.1134134, -0.4107705)",12.376030586840669,Normale,8,2,250,SEVIGNACQ MEYRACQ,55,Pyrénées-Atlantiques,11,Nouvelle-Aquitaine,H2c,Inconnu
328,329,2020,16615,3,1594533,95.96948540475474,"(43.2336968, 1.5754613)",14.28209208850375,Normale,8,2,251,SAVERDUN,56,Ariège,8,Occitanie,H2c,Inconnu
329,330,2020,13657,4,1664683,121.89228966830196,"(43.0794025, 1.6514261)",14.325145873594533,Normale,8,1,124,VERNIOLLE,56,Ariège,8,Occitanie,H2c,Electricite
330,331,2020,4143,3,971591,234.51387883176443,"(43.94526, 2.8372069)",13.78669124223517,Normale,8,2,252,VABRES L ABBAYE,79,Aveyron,8,Occitanie,H2c,Inconnu
331,332,2020,2016,5,161493,80.10565476190476,"(43.5415799, 1.5664791)",11.99222326925192,Normale,8,1,125,AUZIELLE,17,Haute-Garonne,8,Occitanie,H2c,Electricite
332,333,2020,7134,3,1435368,201.20100925147185,"(43.0818375, 0.9504994)",14.176932516977445,Normale,8,2,253,MANE,17,Haute-Garonne,8,Occitanie,H2c,Inconnu
333,334,2020,1813,5,55640,30.68946497517926,"(43.4568086, 1.522606)",10.926675618557397,Normale,8,1,126,MONTBRUN LAURAGAIS,17,Haute-Garonne,8,Occitanie,H2c,Electricite
334,335,2020,6681,4,411473,61.58853465050142,"(44.5808234, 2.0696065)",12.927501113628011,Normale,8,1,128,CAPDENAC,57,Lot,8,Occitanie,H2c,Electricite
335,336,2020,8850,4,816891,92.30406779661016,"(44.3797732, 1.4458932)",13.613262174161674,Normale,8,1,254,LE MONTAT,57,Lot,8,Occitanie,H2c,Electricite
336,337,2020,16206,5,2332050,143.90040725657164,"(43.5545042, 2.1148775)",14.662258695853176,Normale,8,1,130,SOUAL,59,Tarn,8,Occitanie,H2c,Electricite
337,338,2020,7562,3,1275744,168.70457550912457,"(49.1882738, 2.7791596)",14.05904087965536,Normale,9,1,255,ROSIERES,80,Ardèche,9,Auvergne-Rhône-Alpes,H2d,Electricite
338,339,2020,2510,9,179389,71.46972111553785,"(44.7096, 5.09138)",12.097317485693136,Normale,9,1,131,MIRABEL ET BLACONS,60,Drôme,9,Auvergne-Rhône-Alpes,H2d,Electricite
339,340,2020,7302,3,295580,40.479320734045466,"(44.0300301, 5.9408922)",12.596698189941677,Normale,9,1,256,PEYRUIS,81,Alpes-de-Haute-Provence,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
340,341,2020,2708,3,131569,48.585302806499264,"(44.0867088, 4.8835125)",11.787294308359884,Normale,9,1,257,COURTHEZON,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
341,342,2020,19475,5,1504304,77.2428241335045,"(43.928823, 4.9945784)",14.223841555485484,Normale,9,1,133,LE THOR,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
342,343,2020,5419,4,1823616,336.5226056467983,"(44.2011293, 4.728396)",14.416332449497755,Normale,9,1,134,MORNAS,61,Vaucluse,12,Provence-Alpes-Côte d'Azur,H2d,Electricite
343,344,2020,467551,30,7297450,15.607816045736188,"(48.8841522, 2.2368863)",15.803035667059566,Normale,10,1,46,PUTEAUX,19,Hauts-de-Seine,3,Île-de-France,H3,Electricite
344,345,2020,835,4,83775,100.32934131736526,"(48.1197799, -1.6038829)",11.335901849269572,Normale,10,1,42,CESSON SEVIGNE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
345,346,2020,1466,8,226366,154.4106412005457,"(48.4454551, -0.0039061)",12.329912854969873,Normale,10,1,135,PACE,15,Ille-et-Vilaine,7,Bretagne,H3,Electricite
346,347,2020,32822,7,3974510,121.09286454207545,"(43.6848937, 4.2095434)",15.195412279635203,Normale,10,1,136,AIMARGUES,62,Gard,8,Occitanie,H3,Electricite
347,348,2020,11837,5,2764925,233.58325589254036,"(43.4217929, 3.1704075)",14.832524429470126,Normale,10,2,258,THEZAN LES BEZIERS,82,Hérault,8,Occitanie,H3,Inconnu
348,349,2020,8552,3,762667,89.17995790458372,"(42.4406621, 2.0328526)",13.544578091063936,Normale,10,1,140,ERR,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
349,350,2020,9854,3,1196319,121.4044043028212,"(42.6235726, 2.45913)",13.994760736233742,Normale,10,1,142,LOS MASOS,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
350,351,2020,11254,8,708344,62.94153189976897,"(42.5304019, 2.9564544)",13.470686542125142,Normale,10,1,144,SOREDE,63,Pyrénées-Orientales,8,Occitanie,H3,Electricite
351,352,2020,12041,3,1966734,163.33643385100905,"(43.6743043, 7.0059129)",14.49188536536693,Normale,10,2,259,LE ROURET,83,Alpes-Maritimes,12,Provence-Alpes-Côte d'Azur,H3,Inconnu
352,353,2020,5860,4,114425,19.52645051194539,"(43.7264844, 4.707674)",11.647683604832574,Normale,10,1,260,FONTVIEILLE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
353,354,2020,111923,13,7002522,62.565531660159216,"(43.606758, 5.063379)",15.761781070652242,Normale,10,1,261,GRANS,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
354,355,2020,10601,6,2256014,212.81143288369023,"(43.5913062, 5.1258628)",14.629110540514151,Normale,10,1,262,LANCON PROVENCE,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
355,356,2020,8674,3,2091382,241.1092921374222,"(43.8997994, 4.8044205)",14.553336127587242,Normale,10,1,263,ROGNONAS,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
356,357,2020,5007,4,327599,65.42820051927302,"(43.4515922, 4.4277202)",12.69954863096105,Normale,10,1,146,SAINTES MARIES DE LA MER,40,Bouches-du-Rhône,12,Provence-Alpes-Côte d'Azur,H3,Electricite
357,358,2020,19336,8,3068725,158.7052647910633,"(43.1383795, 6.3701286)",14.936773049720454,Normale,10,1,149,LE LAVANDOU,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
358,359,2020,3283,3,682302,207.8288151081328,"(43.617944, 6.765164)",13.433229119686713,Normale,10,1,264,MONTAUROUX,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
359,360,2020,5029,4,678640,134.94531716046927,"(43.1591343, 6.4705918)",13.427847548015835,Normale,10,1,150,RAYOL CANADEL SUR MER,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
360,361,2020,2398,3,358929,149.67848206839034,"(43.3040144, 6.0910097)",12.790882662385735,Normale,10,1,151,ROCBARON,64,Var,12,Provence-Alpes-Côte d'Azur,H3,Electricite
361,362,2020,20523,3,4498260,219.18140622715975,"(41.9838088, 8.7966629)",15.319201435607209,Normale,10,1,155,AFA,65,Corse-du-Sud,15,Corse,H3,Electricite
362,363,2020,40280,20,5686035,141.16273584905662,"(41.5911382, 9.2794469)",15.553523902513174,Normale,10,1,156,PORTO VECCHIO,65,Corse-du-Sud,15,Corse,H3,Electricite
363,364,2020,9546,5,1386079,145.19997904881626,"(42.5677079, 8.7590528)",14.141990177123969,Normale,10,1,157,CALVI,66,Haute-Corse,15,Corse,H3,Electricite
364,365,2020,12686,4,569917,44.92487781806716,"(42.0149385, 9.40536)",13.253247769812818,Normale,10,1,265,GHISONACCIA,66,Haute-Corse,15,Corse,H3,Electricite
365,366,2020,6807,5,1119787,164.50521521962685,"(42.6344797, 8.9381367)",13.92864993964019,Normale,10,1,158,L ILE ROUSSE,66,Haute-Corse,15,Corse,H3,Electricite
366,367,2020,1131,9,243110,214.95137046861183,"(14.5743247, -60.9719008)",12.401273408149294,Normale,11,1,159,DUCOS,67,Martinique,16,Martinique,MAR,Electricite
367,368,2020,189300,75,26807202,141.61226624405705,"(14.6027962, -61.0676724)",17.104181178025975,Normale,11,1,266,FORT DE FRANCE,67,Martinique,16,Martinique,MAR,Electricite
368,369,2020,207917,86,28283989,136.0349995430869,"(14.614557, -61.0018145)",17.157806478149425,Normale,11,1,160,LE LAMENTIN,67,Martinique,16,Martinique,MAR,Electricite
369,370,2020,42256,11,8056377,190.65640382430897,"(14.6169451, -61.1004559)",15.90197463382891,Normale,11,1,162,SCHOELCHER,67,Martinique,16,Martinique,MAR,Electricite
370,371,2020,6075,3,197049,32.43604938271605,"(-12.7045482, 45.1221926)",12.19121278262315,Normale,12,1,267,BANDRABOUA,68,Mayotte,17,Mayotte,MAY,Electricite
371,372,2020,74145,20,7793758,105.11508530581968,"(-12.7804136, 45.2279761)",15.86883384318127,Normale,12,1,163,MAMOUDZOU,68,Mayotte,17,Mayotte,MAY,Electricite
372,373,2020,11889,3,1261436,106.10110185886111,"(-12.7983446, 45.2746515)",14.04776210526921,Normale,12,1,164,PAMANDZI,68,Mayotte,17,Mayotte,MAY,Electricite
373,374,2020,6154,4,1780532,289.32921676958074,"(-20.9987435, 55.6847941)",14.392423315647845,Normale,13,1,165,BRAS PANON,69,La Réunion,18,La Réunion,REU,Electricite
374,375,2020,35026,11,4137501,118.12656312453606,"(-20.9269658, 55.3362758)",15.235602782051023,Normale,13,1,166,LA POSSESSION,69,La Réunion,18,La Réunion,REU,Electricite
375,376,2020,262567,107,30439411,115.93007118183168,"(42.8662832, 1.3740316)",17.231248774082623,Normale,13,1,167,LE PORT,69,La Réunion,18,La Réunion,REU,Electricite
376,377,2020,12533,5,495999,39.57544083619245,"(-21.2423582, 55.3357911)",13.114331205707064,Normale,13,1,168,LES AVIRONS,69,La Réunion,18,La Réunion,REU,Electricite
377,378,2020,66595,28,3052587,45.83808093700728,"(43.273316, 0.8514079)",14.931500313380283,Normale,13,1,169,SAINT ANDRE,69,La Réunion,18,La Réunion,REU,Electricite
378,379,2020,70246,27,8503318,121.0505651567349,"(45.690211000000005, 5.594554917419655)",15.955967115834978,Normale,13,1,170,SAINT BENOIT,69,La Réunion,18,La Réunion,REU,Electricite
379,380,2020,54510,41,8517744,156.26020913593837,"(-21.1677694, 55.2881932)",15.95766219241235,Normale,13,1,171,SAINT LEU,69,La Réunion,18,La Réunion,REU,Electricite
380,381,2021,4203,3,446081,106.13395193909112,"(18.0814066, -63.0467131)",13.008258070604908,Normale,1,1,268,SAINT MARTIN,84,Saint-Martin,19,Collectivités d'Outre-Mer,GUA,Electricite
381,382,2021,235532,112,30819082,130.84881035273338,"(16.2679458, -61.5870766)",17.243644634006724,Normale,1,1,1,BAIE MAHAULT,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
382,383,2021,8538,7,1247179,146.07390489576014,"(16.0225079, -61.7454024)",14.036395560676665,Normale,1,1,2,BAILLIF,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
383,384,2021,19871,10,1539307,77.4649992451311,"(16.0000778, -61.7333373)",14.246843522752204,Normale,1,1,3,BASSE TERRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
384,385,2021,15065,7,731261,48.540391636242944,"(15.9950443, -61.6919417)",13.502527087649966,Normale,1,1,172,GOURBEYRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
385,386,2021,345,3,43033,124.73333333333332,"(16.3316709, -61.3476233)",10.669745779913397,Normale,1,1,269,LE MOULE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
386,387,2021,112824,47,19262438,170.72996880096434,"(16.2706436, -61.5057749)",16.773667591830673,Normale,1,1,4,LES ABYMES,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
387,388,2021,13789,12,723051,52.43679744724055,"(16.1913912, -61.5903488)",13.49123642109955,Normale,1,1,5,PETIT BOURG,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
388,389,2021,12646,5,1587580,125.54009172860984,"(16.2408636, -61.5334077)",14.27772203206937,Normale,1,1,6,POINTE A PITRE,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
389,390,2021,7890,5,2164386,274.3201520912547,"(16.2532002, -61.2750706)",14.587647738449183,Normale,1,1,7,SAINT FRANCOIS,1,Guadeloupe,1,Guadeloupe,GUA,Electricite
390,391,2021,83050,35,8767411,105.5678627332932,"(4.9371544, -52.3258736)",15.98655222387738,Normale,2,1,8,CAYENNE,2,Guyane,2,Guyane,GUY,Electricite
391,392,2021,11054,5,1911139,172.89117061697124,"(5.1579834, -52.6424204)",14.463210480612284,Normale,2,1,9,KOUROU,2,Guyane,2,Guyane,GUY,Electricite
392,393,2021,20791,13,2285002,109.90341974892982,"(4.8496712, -52.3268695)",14.641877895219864,Normale,2,1,10,MATOURY,2,Guyane,2,Guyane,GUY,Electricite
393,394,2021,28750,15,7579280,263.6271304347826,"(4.9050148, -52.2771642)",15.840928898238278,Normale,2,1,11,REMIRE MONTJOLY,2,Guyane,2,Guyane,GUY,Electricite
394,395,2021,4962,3,1271222,256.1914550584441,"(48.4881157, 2.7005289)",14.055489987181303,Normale,3,2,270,CHARTRETTES,3,Seine-et-Marne,3,Île-de-France,H1a,Inconnu
395,396,2021,3391,7,224829,66.30168092008257,"(49.0332971, 2.5809475)",12.323099840055049,Normale,3,1,13,MAUREGARD,3,Seine-et-Marne,3,Île-de-France,H1a,Electricite
396,397,2021,3913,3,1320937,337.5765397393304,"(48.5136159, 2.2174622)",14.09385264826222,Normale,3,2,18,CHAMARANDE,5,Essonne,3,Île-de-France,H1a,Inconnu
397,398,2021,31279,3,5115491,163.5439432206912,"(48.2677463, 5.8062324)",15.44778414042541,Normale,3,2,271,OLLAINVILLE,5,Essonne,3,Île-de-France,H1a,Inconnu
398,399,2021,17892,20,2101808,117.47194276771742,"(50.4573687, 1.6651851)",14.558308960448429,Normale,3,1,19,SAINT AUBIN,5,Essonne,3,Île-de-France,H1a,Electricite
399,400,2021,651,4,117630,180.69124423963132,"(48.6633406, 2.1694739)",11.67530788515103,Normale,3,1,20,SAINT JEAN DE BEAUREGARD,5,Essonne,3,Île-de-France,H1a,Electricite
400,401,2021,8627,3,3034313,351.7228468760867,"(48.5740125, 2.3593984)",14.925495927273149,Normale,3,2,21,VERT LE GRAND,5,Essonne,3,Île-de-France,H1a,Inconnu
401,402,2021,32745,3,5984623,182.76448312719495,"(48.8534951, 2.3483915)",15.604704071274735,Normale,3,2,22,PARIS,6,Val-de-Marne,3,Île-de-France,H1a,Inconnu
402,403,2021,65561,5,4291752,65.46196671801833,"(48.9748734, 2.4332879)",15.272205832148485,Normale,3,1,23,BONNEUIL EN FRANCE,7,Val-d'Oise,3,Île-de-France,H1a,Electricite
403,404,2021,9177,3,1682569,183.34630053394355,"(49.0790561, 2.2048038)",14.335832944390395,Normale,3,2,272,MERIEL,7,Val-d'Oise,3,Île-de-France,H1a,Inconnu
404,405,2021,79165,4,21245836,268.37410471799404,"(49.0704484, 2.312001)",16.871671528260283,Normale,3,2,177,MONTSOULT,7,Val-d'Oise,3,Île-de-France,H1a,Inconnu
405,406,2021,8315,3,728516,87.61467227901383,"(48.6915319, 1.0760461)",13.498766239966264,Normale,3,2,178,BREZOLLES,70,Eure-et-Loir,13,Centre-Val de Loire,H1a,Inconnu
406,407,2021,6741,3,648630,96.22162883845128,"(48.1962708, 1.9363143)",13.38261926696451,Normale,3,2,273,TOURY,70,Eure-et-Loir,13,Centre-Val de Loire,H1a,Inconnu
407,408,2021,3548,3,254555,71.74605411499437,"(49.2572222, -0.0783333)",12.44727613006035,Normale,3,1,179,PERIERS EN AUGE,8,Calvados,4,Normandie,H1a,Electricite
408,409,2021,14037,3,3003133,213.94407636959463,"(49.2681582, -0.6728343)",14.915166968014557,Normale,3,1,25,SAINT MARTIN DES ENTREES,8,Calvados,4,Normandie,H1a,Electricite
409,410,2021,3627,3,351035,96.78384339674662,"(49.3084948, -0.9047281)",12.768644061291228,Normale,3,2,180,TREVIERES,8,Calvados,4,Normandie,H1a,Inconnu
410,411,2021,7132,3,811047,113.71943353897925,"(49.3049098, 1.1562938)",13.606082517536006,Normale,3,2,181,PONT DE L ARCHE,9,Eure,4,Normandie,H1a,Inconnu
411,412,2021,8677,3,2597419,299.3452806269448,"(48.5352175, -0.46728879827175207)",14.770029202636184,Normale,3,2,29,RIVES D ANDAINE,10,Orne,4,Normandie,H1a,Inconnu
412,413,2021,3822,3,902140,236.03872318158037,"(49.6629465, 0.3922726)",13.71252610611864,Normale,3,2,274,BRETTEVILLE DU GRAND CAUX,11,Seine-Maritime,4,Normandie,H1a,Inconnu
413,414,2021,5716,6,708847,124.01102169349195,"(49.5294347, 0.9919251)",13.4713963960704,Normale,3,1,31,PISSY POVILLE,11,Seine-Maritime,4,Normandie,H1a,Electricite
414,415,2021,7975,3,979870,122.86771159874608,"(49.5020498, 0.9284353)",13.795176209329355,Normale,3,2,275,SAINT PIERRE DE VARENGEVILLE,11,Seine-Maritime,4,Normandie,H1a,Inconnu
415,416,2021,16098,3,4214732,261.81712013914773,"(49.6724119, 1.2830403)",15.254096802215972,Normale,3,2,33,SAINT SAENS,11,Seine-Maritime,4,Normandie,H1a,Inconnu
416,417,2021,14116,4,2350690,166.5266364409181,"(49.122, 2.52775)",14.670219885451496,Normale,3,2,186,LA CHAPELLE EN SERVAL,12,Oise,5,Hauts-de-France,H1a,Inconnu
417,418,2021,1055,4,308567,292.48056872037915,"(49.5032677, 1.9957762)",12.639697519432197,Normale,3,1,35,MILLY SUR THERAIN,12,Oise,5,Hauts-de-France,H1a,Electricite
418,419,2021,6560,11,705453,107.53856707317073,"(50.3329457, 2.9304367)",13.466596846164856,Normale,3,1,38,FRESNES LES MONTAUBAN,13,Pas-de-Calais,5,Hauts-de-France,H1a,Electricite
