annee_consommation,zone_climatique,code_region,nom_region,code_departement,nom_departement,nom_commune,vecteur_energie,consommation_declaree
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MESNIL ROC H,Electricite,274235
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MESNIL ROC H,Gaz,403199
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTAUBAN DE BRETAGNE,Electricite,1913207
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTAUBAN DE BRETAGNE,Fioul,433686
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTAUBAN DE BRETAGNE,Gaz,1972623
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTFORT SUR MEU,Electricite,1216445
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTFORT SUR MEU,Gaz,2479842
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTGERMONT,Electricite,1267155
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTGERMONT,Gaz,619737
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MONTREUIL LE GAST,Electricite,150774
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,Electricite,9814798
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,MORDELLES,Gaz,3438551
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL CHATILLON SUR SEICHE,Electricite,6577130
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL CHATILLON SUR SEICHE,Gaz,1423441
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL SUR VILAINE,Electricite,14275953
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,NOYAL SUR VILAINE,Gaz,3026386
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,ORGERES,Electricite,1254207
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,ORGERES,Gaz,1728339
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PACE,Electricite,8671766
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PACE,Gaz,7374754
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PIPRIAC,Electricite,262803
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PIPRIAC,Fioul,148453
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLEINE FOUGERES,Electricite,847814
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLELAN LE GRAND,Electricite,1724588
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLELAN LE GRAND,Fioul,234694
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLEUMELEUC,Electricite,2184456
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLEURTUIT,Electricite,5418545
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,PLEURTUIT,Gaz,814006
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,REDON,Electricite,7347178
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,REDON,Gaz,9694994
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Electricite,110761855
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Fioul,2615430
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Gaz,99060492
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RENNES,Reseau de chaleur,18877099
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RETIERS,Electricite,1513019
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RETIERS,Fioul,870724
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RETIERS,Gaz,440920
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RIVES DU COUESNON,Electricite,164444
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,RIVES DU COUESNON,Fioul,198902
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT AUBIN D AUBIGNE,Electricite,595802
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT AUBIN D AUBIGNE,Gaz,1148344
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT AUBIN DU CORMIER,Electricite,2889233
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT AUBIN DU CORMIER,Fioul,585218
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ERBLON,Electricite,400208
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT ERBLON,Gaz,805396
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GEORGES DE REINTEMBAULT,Electricite,569528
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GEORGES DE REINTEMBAULT,Fioul,1268229
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GILLES,Electricite,613203
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GREGOIRE,Electricite,27454255
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT GREGOIRE,Gaz,9418275
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,Electricite,12411064
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JACQUES DE LA LANDE,Gaz,6409673
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JOUAN DES GUERETS,Electricite,5459237
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT JOUAN DES GUERETS,Gaz,2711923
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MALO,Electricite,31728807
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MALO,Fioul,83027
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MALO,Gaz,33587042
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MARC LE BLANC,Electricite,80588
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MEEN LE GRAND,Electricite,2114205
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT MEEN LE GRAND,Gaz,2317832
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT OUEN DES ALLEUX,Electricite,115027
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SAINT SAUVEUR DES LANDES,Gaz,500049
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SERVON SUR VILAINE,Electricite,822670
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,SERVON SUR VILAINE,Gaz,215925
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,THORIGNE FOUILLARD,Electricite,4608832
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,THORIGNE FOUILLARD,Gaz,3307998
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,TINTENIAC,Electricite,3649921
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,TINTENIAC,Gaz,3387047
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,TORCE,Electricite,5673919
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VAL COUESNON,Electricite,2277680
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VAL COUESNON,Fioul,3076929
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VAL D ANAST,Electricite,528491
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Bois,209668
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Electricite,7120959
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VERN SUR SEICHE,Gaz,4126058
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VEZIN LE COQUET,Electricite,1216025
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VEZIN LE COQUET,Gaz,735021
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VEZIN LE COQUET,Reseau de chaleur,221884
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VITRE,Electricite,15729730
Année de référence,H2a,53,Bretagne,35,Ille-et-Vilaine,VITRE,Gaz,11332745
Année de référence,H2a,53,Bretagne,56,Morbihan,ARRADON,Electricite,3257505
Année de référence,H2a,53,Bretagne,56,Morbihan,ARRADON,Gaz,3251282
Année de référence,H2a,53,Bretagne,56,Morbihan,ARZON,Electricite,627283
Année de référence,H2a,53,Bretagne,56,Morbihan,AURAY,Electricite,7940596
Année de référence,H2a,53,Bretagne,56,Morbihan,AURAY,Gaz,7098606
Année de référence,H2a,53,Bretagne,56,Morbihan,AURAY,Reseau de chaleur,383921
Année de référence,H2a,53,Bretagne,56,Morbihan,BADEN,Electricite,626404
Année de référence,H2a,53,Bretagne,56,Morbihan,BAUD,Electricite,687594
Année de référence,H2a,53,Bretagne,56,Morbihan,BAUD,Gaz,1446384
Année de référence,H2a,53,Bretagne,56,Morbihan,BELZ,Electricite,2698233
Année de référence,H2a,53,Bretagne,56,Morbihan,BIGNAN,Electricite,1036495
Année de référence,H2a,53,Bretagne,56,Morbihan,BRECH,Electricite,1474543
Année de référence,H2a,53,Bretagne,56,Morbihan,BRECH,Gaz,2682581
Année de référence,H2a,53,Bretagne,56,Morbihan,BREHAN,Electricite,867080
Année de référence,H2a,53,Bretagne,56,Morbihan,CARNAC,Electricite,1289472
Année de référence,H2a,53,Bretagne,56,Morbihan,CAUDAN,Electricite,7446370
Année de référence,H2a,53,Bretagne,56,Morbihan,CAUDAN,Gaz,10029612
Année de référence,H2a,53,Bretagne,56,Morbihan,ELVEN,Electricite,1163017
Année de référence,H2a,53,Bretagne,56,Morbihan,ELVEN,Gaz,737963
Année de référence,H2a,53,Bretagne,56,Morbihan,ETEL,Electricite,998771
Année de référence,H2a,53,Bretagne,56,Morbihan,ETEL,Gaz,2541312
Année de référence,H2a,53,Bretagne,56,Morbihan,FEREL,Electricite,192142
Année de référence,H2a,53,Bretagne,56,Morbihan,GRAND CHAMP,Electricite,1568133
Année de référence,H2a,53,Bretagne,56,Morbihan,GRAND CHAMP,Gaz,758211
Année de référence,H2a,53,Bretagne,56,Morbihan,GUEMENE SUR SCORFF,Electricite,997169
Année de référence,H2a,53,Bretagne,56,Morbihan,GUEMENE SUR SCORFF,Fioul,1925648
Année de référence,H2a,53,Bretagne,56,Morbihan,GUER,Electricite,2310305
Année de référence,H2a,53,Bretagne,56,Morbihan,GUIDEL,Electricite,3591122
Année de référence,H2a,53,Bretagne,56,Morbihan,GUIDEL,Fioul,214365
Année de référence,H2a,53,Bretagne,56,Morbihan,GUIDEL,Gaz,969551
Année de référence,H2a,53,Bretagne,56,Morbihan,HENNEBONT,Electricite,3626754
Année de référence,H2a,53,Bretagne,56,Morbihan,HENNEBONT,Gaz,6248004
Année de référence,H2a,53,Bretagne,56,Morbihan,JOSSELIN,Electricite,2225322
Année de référence,H2a,53,Bretagne,56,Morbihan,JOSSELIN,Fioul,1351825
Année de référence,H2a,53,Bretagne,56,Morbihan,LA GACILLY,Electricite,18167451
Année de référence,H2a,53,Bretagne,56,Morbihan,LA GACILLY,Gaz,1957211
Année de référence,H2a,53,Bretagne,56,Morbihan,LANDEVANT,Electricite,427897
Année de référence,H2a,53,Bretagne,56,Morbihan,LANDEVANT,Gaz,701953
Année de référence,H2a,53,Bretagne,56,Morbihan,LANESTER,Electricite,15231310
Année de référence,H2a,53,Bretagne,56,Morbihan,LANESTER,Gaz,8099647
Année de référence,H2a,53,Bretagne,56,Morbihan,LANGUIDIC,Electricite,762990
Année de référence,H2a,53,Bretagne,56,Morbihan,LANGUIDIC,Gaz,1094400
Année de référence,H2a,53,Bretagne,56,Morbihan,LARMOR PLAGE,Electricite,2031275
Année de référence,H2a,53,Bretagne,56,Morbihan,LARMOR PLAGE,Gaz,1766196
Année de référence,H2a,53,Bretagne,56,Morbihan,LE FAOUET,Electricite,141476
Année de référence,H2a,53,Bretagne,56,Morbihan,LE FAOUET,Gaz,403790
Année de référence,H2a,53,Bretagne,56,Morbihan,LOCMARIAQUER,Electricite,154149
Année de référence,H2a,53,Bretagne,56,Morbihan,LOCMINE,Electricite,2469612
Année de référence,H2a,53,Bretagne,56,Morbihan,LOCMINE,Gaz,1442480
Année de référence,H2a,53,Bretagne,56,Morbihan,LORIENT,Electricite,28447488
Année de référence,H2a,53,Bretagne,56,Morbihan,LORIENT,Gaz,26735270
Année de référence,H2a,53,Bretagne,56,Morbihan,LORIENT,Reseau de chaleur,2758540
Année de référence,H2a,53,Bretagne,56,Morbihan,MALESTROIT,Gaz,799857
Année de référence,H2a,53,Bretagne,56,Morbihan,MAURON,Electricite,488698
Année de référence,H2a,53,Bretagne,56,Morbihan,MONTERBLANC,Electricite,197209
Année de référence,H2a,53,Bretagne,56,Morbihan,MONTERBLANC,Gaz,700365
Année de référence,H2a,53,Bretagne,56,Morbihan,MUZILLAC,Electricite,2790898
Année de référence,H2a,53,Bretagne,56,Morbihan,MUZILLAC,Gaz,2110922
Année de référence,H2a,53,Bretagne,56,Morbihan,NOYAL PONTIVY,Gaz,2542272
Année de référence,H2a,53,Bretagne,56,Morbihan,PEILLAC,Electricite,94619
Année de référence,H2a,53,Bretagne,56,Morbihan,PEILLAC,Gaz,171505
Année de référence,H2a,53,Bretagne,56,Morbihan,PENESTIN,Electricite,688213
Année de référence,H2a,53,Bretagne,56,Morbihan,PLESCOP,Electricite,2134568
Année de référence,H2a,53,Bretagne,56,Morbihan,PLESCOP,Fioul,203826
Année de référence,H2a,53,Bretagne,56,Morbihan,PLESCOP,Gaz,924684
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOEMEUR,Electricite,3901175
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOEMEUR,Gaz,7011239
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOEREN,Electricite,348343
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOEREN,Gaz,306700
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOERMEL,Electricite,13477387
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOERMEL,Fioul,656096
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOERMEL,Gaz,10645718
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOUAY,Electricite,890466
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOUHINEC,Electricite,1222863
Année de référence,H2a,53,Bretagne,56,Morbihan,PLOUHINEC,Gaz,778344
Année de référence,H2a,53,Bretagne,56,Morbihan,PLUNERET,Electricite,2415315
Année de référence,H2a,53,Bretagne,56,Morbihan,PLUNERET,Gaz,705117
Année de référence,H2a,53,Bretagne,56,Morbihan,PLUVIGNER,Electricite,508823
Année de référence,H2a,53,Bretagne,56,Morbihan,PLUVIGNER,Gaz,848388
Année de référence,H2a,53,Bretagne,56,Morbihan,PONTIVY,Electricite,7596975
Année de référence,H2a,53,Bretagne,56,Morbihan,PONTIVY,Gaz,14539167
Année de référence,H2a,53,Bretagne,56,Morbihan,PORT LOUIS,Electricite,283855
Année de référence,H2a,53,Bretagne,56,Morbihan,PORT LOUIS,Gaz,724226
Année de référence,H2a,53,Bretagne,56,Morbihan,QUESTEMBERT,Electricite,1217750
Année de référence,H2a,53,Bretagne,56,Morbihan,QUESTEMBERT,Gaz,2847497
Année de référence,H2a,53,Bretagne,56,Morbihan,QUEVEN,Electricite,4831498
Année de référence,H2a,53,Bretagne,56,Morbihan,QUEVEN,Gaz,2590057
Année de référence,H2a,53,Bretagne,56,Morbihan,QUIBERON,Electricite,6269902
Année de référence,H2a,53,Bretagne,56,Morbihan,QUIBERON,Gaz,6222808
Année de référence,H2a,53,Bretagne,56,Morbihan,RIEUX,Electricite,542382
Année de référence,H2a,53,Bretagne,56,Morbihan,ROHAN,Electricite,249439
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT AVE,Electricite,5599716
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT JEAN BREVELAY,Electricite,443593
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT JEAN BREVELAY,Gaz,583405
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT MARCEL,Electricite,1710273
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT NOLFF,Electricite,296743
Année de référence,H2a,53,Bretagne,56,Morbihan,SAINT THURIAU,Electricite,231528
Année de référence,H2a,53,Bretagne,56,Morbihan,SARZEAU,Electricite,2152461
Année de référence,H2a,53,Bretagne,56,Morbihan,SARZEAU,Fioul,1069995
Année de référence,H2a,53,Bretagne,56,Morbihan,SARZEAU,Gaz,114546
Année de référence,H2a,53,Bretagne,56,Morbihan,SENE,Electricite,1953794
Année de référence,H2a,53,Bretagne,56,Morbihan,SENE,Gaz,3344686
Année de référence,H2a,53,Bretagne,56,Morbihan,THEIX NOYALO,Electricite,5959002
Année de référence,H2a,53,Bretagne,56,Morbihan,THEIX NOYALO,Gaz,2398100
Année de référence,H2a,53,Bretagne,56,Morbihan,VANNES,Electricite,57591094
Année de référence,H2a,53,Bretagne,56,Morbihan,VANNES,Fioul,2283583
Année de référence,H2a,53,Bretagne,56,Morbihan,VANNES,Gaz,44617798
Année de référence,H2b,11,Île-de-France,75,Paris,PARIS 13,Electricite,1950807
Année de référence,H2b,11,Île-de-France,75,Paris,PARIS 13,Gaz,691238
Année de référence,H2b,11,Île-de-France,92,Hauts-de-Seine,LEVALLOIS PERRET,Electricite,811871
Année de référence,H2b,11,Île-de-France,92,Hauts-de-Seine,PUTEAUX,Electricite,2828800
Année de référence,H2b,11,Île-de-France,93,Seine-Saint-Denis,SAINT DENIS,Electricite,162572
Année de référence,H2b,11,Île-de-France,93,Seine-Saint-Denis,SAINT DENIS,Gaz,95774
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,AUBIGNY SUR NERE,Electricite,3224867
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,AUBIGNY SUR NERE,Gaz,2831158
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,BOURGES,Electricite,89399031
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,BOURGES,Gaz,62771214
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,BOURGES,Reseau de chaleur,14596731
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,DUN SUR AURON,Electricite,2407828
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,HENRICHEMONT,Electricite,1475483
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,HENRICHEMONT,Fioul,1013840
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LA CHAPELLE SAINT URSIN,Electricite,3145054
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LA CHAPELLE SAINT URSIN,Gaz,3996445
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LA GUERCHE SUR L AUBOIS,Electricite,1283929
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LE CHATELET,Electricite,1046196
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LE SUBDRAY,Electricite,1302224
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LES AIX D ANGILLON,Electricite,1217307
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LES AIX D ANGILLON,Gaz,391471
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,LIGNIERES,Electricite,1851856
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,MEHUN SUR YEVRE,Electricite,325613
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,MEHUN SUR YEVRE,Gaz,1027384
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT AMAND MONTROND,Electricite,7418653
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT AMAND MONTROND,Gaz,10518103
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT DOULCHARD,Electricite,20969908
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT DOULCHARD,Gaz,11941114
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT FLORENT SUR CHER,Electricite,2895687
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT FLORENT SUR CHER,Gaz,2575793
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT GERMAIN DU PUY,Electricite,4469009
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SAINT GERMAIN DU PUY,Gaz,2364330
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SANCOINS,Electricite,1160182
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,SANCOINS,Gaz,771533
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,VIERZON,Electricite,6725778
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,VIERZON,Fioul,180916
Année de référence,H2b,24,Centre-Val de Loire,18,Cher,VIERZON,Gaz,7442252
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,ARGENTON SUR CREUSE,Electricite,1191733
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,ARGENTON SUR CREUSE,Gaz,1169172
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,CHATEAUROUX,Electricite,29106019
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,CHATEAUROUX,Fioul,376497
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,CHATEAUROUX,Gaz,28627094
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,DEOLS,Electricite,7447259
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,DEOLS,Gaz,16491901
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,ISSOUDUN,Electricite,6529967
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,ISSOUDUN,Gaz,9334838
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LA CHATRE,Electricite,3100280
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LA CHATRE,Gaz,723059
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LE BLANC,Electricite,4327680
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LE BLANC,Gaz,5438012
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LE POINCONNET,Electricite,10891142
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,LE POINCONNET,Gaz,2698020
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,MONTIERCHAUME,Electricite,2784426
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,MONTIERCHAUME,Gaz,3485924
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,SAINT MAUR,Electricite,5342116
Année de référence,H2b,24,Centre-Val de Loire,36,Indre,SAINT MAUR,Gaz,3526394
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,AMBOISE,Electricite,2914491
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,AMBOISE,Fioul,1032524
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,AMBOISE,Gaz,6274162
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,AVOINE,Electricite,280167
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,AZAY LE RIDEAU,Electricite,645217
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BALLAN MIRE,Electricite,2044320
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BALLAN MIRE,Gaz,2216411
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BEAULIEU LES LOCHES,Electricite,92408
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BEAUMONT EN VERON,Electricite,319449
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BEAUMONT EN VERON,Gaz,412982
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BLERE,Electricite,1093865
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,BLERE,Gaz,3671771
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHAMBRAY LES TOURS,Electricite,42093722
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHAMBRAY LES TOURS,Fioul,773234
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHAMBRAY LES TOURS,Gaz,21758261
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHANCEAUX SUR CHOISILLE,Electricite,831014
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHATEAU LA VALLIERE,Electricite,1211872
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHATEAU RENAULT,Electricite,1926955
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHATEAU RENAULT,Gaz,2220318
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHINON,Electricite,5558269
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,CHINON,Gaz,6181223
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,DESCARTES,Electricite,781701
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,ESVRES,Electricite,3505264
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,ESVRES,Gaz,1604388
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,FONDETTES,Electricite,1408105
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,FONDETTES,Gaz,2585367
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,JOUE LES TOURS,Electricite,16160753
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,JOUE LES TOURS,Fioul,691969
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,JOUE LES TOURS,Gaz,15264351
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,JOUE LES TOURS,Reseau de chaleur,6756963
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,L ILE BOUCHARD,Gaz,913314
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA MEMBROLLE SUR CHOISILLE,Electricite,981888
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA MEMBROLLE SUR CHOISILLE,Gaz,3026509
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA RICHE,Electricite,5291979
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA RICHE,Gaz,2642557
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA RICHE,Reseau de chaleur,1180226
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA VILLE AUX DAMES,Electricite,6380897
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LA VILLE AUX DAMES,Gaz,2639063
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LE GRAND PRESSIGNY,Electricite,728583
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LIGUEIL,Electricite,744206
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LIGUEIL,Gaz,707207
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LOCHES,Electricite,7766318
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LOCHES,Gaz,5345158
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LUYNES,Electricite,2670549
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,LUYNES,Gaz,4679165
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,METTRAY,Electricite,929000
Année de référence,H2b,24,Centre-Val de Loire,37,Indre-et-Loire,METTRAY,Gaz,1170256
