annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
0 - année de référence,Blanchisserie,"Blanchisserie dite ""industrielle""","Blanchisserie industrielle - Lavage, Séchage et Finition",22,55315,75054086
0 - année de référence,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Nettoyage à sec,3,300,192663
0 - année de référence,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Stockage et Tri,6,34344,18337484
0 - année de référence,Blanchisserie,"Blanchisserie dite ""industrielle""",Blanchisserie industrielle - Traitement linge résidents ou particuliers,11,5834,3880361
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Accueil petite enfance - Crèche,4,3711,533261
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Accueil petite enfance - Halte garderie,5,10267,1832197
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Banque - Distributeur automatique de billets indépendant,4,334,43497
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Banque - Zone guichets accueil personnalisé,132,84674,14093323
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bibliothèque et médiathèque - Salle de lecture,6,8850,1232679
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux (Valeur par défaut),6831,13795315,2171929637
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Autres activités de services,751,1654082,297712028
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Bureaux standards,13871,34441383,6280890584
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Centre Documentaire,34,92450,15166017
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Espace Co-Working,93,240132,40278811
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Flex Office,250,1469693,299109727
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places),310,428074,66586225
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Open Space,2062,6810411,1449355819
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Salle Haute Intensité – Centre d'appel,48,112214,23195719
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Zone Accueil Public,506,699198,114165175
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Bureaux - Zone archive sans contrainte hygrothermique,109,322804,49526182
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Enseignement Primaire - Salles d'enseignement Elémentaire,8,6908,1651098
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Enseignement Primaire - Salles d'enseignement Maternelle,4,8420,1138618
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Enseignement Primaire - Salles multi activité et Périscolaire,5,10461,1919944
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Local vacant,11,37277,4890384
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Logistique - Administration et bureaux,8,72156,21181321
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Logistique température ambiante,82,359139,68275729
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Logistique température dirigée +12 à +17°C - Produits frais (Référence +15 °C),3,7122,1306241
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Restauration collective avec services - Restauration inter-entreprises,3,8801,2592859
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Restauration collective scolaire et universitaire,4,6606,1058137
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Salle d'exposition & Galerie d'art - Salle d'exposition ouverte au public,4,7296,1514620
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Salle de spectacles vivants - Salle de spectacle (Partie publics),9,32519,4029570
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Salle de spectacles vivants - Salles de répétition,3,5371,593513
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Stationnement en infrastructure (Sous-sol en ventilation mécanique),45,717301,96666710
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Stationnement en superstructure (Silo en ventilation naturelle),5,16628,2509100
0 - année de référence,Bureaux,Bureaux – Services Publics - Banque,Vente et services véhicules légers - Atelier de mécanique,3,10872,3929681
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché (Valeur par défaut),1630,3467168,1550636034
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Accueil et zone de caisses,4,9594,5097328
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Administration et bureaux,3,8378,1973655
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Réserve et Drive Froid négatif,3,6848,1790882
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Réserve et Drive température ambiante,29,73157,23747553
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),"Grand supermarché - Zone de vente - Textile, bazar, maison et bricolage",6,13410,8683532
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),"Grand supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",193,526380,203330625
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,175,496546,190598355
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²),Grand supermarché - Zone de vente primeur,4,10538,4348755
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché (Valeur par défaut),1405,14301670,5042231166
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Administration et bureaux,4,34481,10715455
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Réserve et Drive Froid positif,3,11047,2640882
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Réserve et Drive température ambiante,68,538457,152467715
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente - Textile, bazar, maison et bricolage",9,55769,19097579
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),"Hypermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",124,876040,292556258
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²),Hypermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,10,106187,29879986
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché (Valeur par défaut),878,1039206,336866728
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Administration et bureaux,4,3748,1420143
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Réserve et Drive température ambiante,7,17296,2892841
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Station service,9,10423,3323828
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),"Petit supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",60,75539,36456866
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif,17,13877,5739243
0 - année de référence,Commerce alimentaire,Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²),Petit supermarché - Zone de vente primeur,12,13199,4792395
