annee_consommation,zone_climatique,code_region,code_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
Année de référence,H1b,44,54,VILLERS LES NANCY,22,96385,16932272,Electricite
Année de référence,H1b,44,54,VILLERS LES NANCY,22,96385,16932272,Gaz
Année de référence,H1b,44,54,VILLERUPT,13,41121,11189668,Electricite
Année de référence,H1b,44,54,VILLERUPT,13,41121,11189668,Gaz
Année de référence,H1b,44,55,BRAS SUR MEUSE,3,8316,1145922,Electricite
Année de référence,H1b,44,55,BRAS SUR MEUSE,3,8316,1145922,Non spécifié
Année de référence,H1b,44,55,COMMERCY,22,100749,19184296,Electricite
Année de référence,H1b,44,55,COMMERCY,22,100749,19184296,Gaz
Année de référence,H1b,44,55,DAMVILLERS,4,10514,1367108,Electricite
Année de référence,H1b,44,55,DAMVILLERS,4,10514,1367108,Gaz
Année de référence,H1b,44,55,ETAIN,4,11090,1647653,Electricite
Année de référence,H1b,44,55,ETAIN,4,11090,1647653,Gaz
Année de référence,H1b,44,55,LIGNY EN BARROIS,5,28174,6752976,Electricite
Année de référence,H1b,44,55,LIGNY EN BARROIS,5,28174,6752976,Gaz
Année de référence,H1b,44,55,LIGNY EN BARROIS,5,28174,6752976,Non spécifié
Année de référence,H1b,44,55,PAGNY SUR MEUSE,8,46437,2760047,Electricite
Année de référence,H1b,44,55,SAVONNIERES DEVANT BAR,4,22869,5394110,Gaz
Année de référence,H1b,44,55,STENAY,8,36182,3808707,Electricite
Année de référence,H1b,44,55,THIERVILLE SUR MEUSE,3,7331,1603168,Electricite
Année de référence,H1b,44,57,ALGRANGE,4,19050,4490010,Electricite
Année de référence,H1b,44,57,ALGRANGE,4,19050,4490010,Gaz
Année de référence,H1b,44,57,AUDUN LE TICHE,9,13520,2105584,Electricite
Année de référence,H1b,44,57,AUDUN LE TICHE,9,13520,2105584,Gaz
Année de référence,H1b,44,57,AUGNY,20,28739,4569074,Electricite
Année de référence,H1b,44,57,AUGNY,20,28739,4569074,Gaz
Année de référence,H1b,44,57,BITCHE,4,23498,4824804,Electricite
Année de référence,H1b,44,57,BITCHE,4,23498,4824804,Gaz
Année de référence,H1b,44,57,BOULAY MOSELLE,7,40893,8980611,Electricite
Année de référence,H1b,44,57,BOULAY MOSELLE,7,40893,8980611,Gaz
Année de référence,H1b,44,57,BOUZONVILLE,5,11848,3293237,Electricite
Année de référence,H1b,44,57,BOUZONVILLE,5,11848,3293237,Gaz
Année de référence,H1b,44,57,BUHL LORRAINE,7,9229,1151010,Electricite
Année de référence,H1b,44,57,BUHL LORRAINE,7,9229,1151010,Gaz
Année de référence,H1b,44,57,CATTENOM,10,17563,1846436,Electricite
Année de référence,H1b,44,57,CATTENOM,10,17563,1846436,Gaz
Année de référence,H1b,44,57,CHATEAU SALINS,4,37971,7442406,Electricite
Année de référence,H1b,44,57,CHATEAU SALINS,4,37971,7442406,Gaz
Année de référence,H1b,44,57,CHATEL SAINT GERMAIN,7,8051,1233195,Electricite
Année de référence,H1b,44,57,CHATEL SAINT GERMAIN,7,8051,1233195,Gaz
Année de référence,H1b,44,57,CREHANGE,3,8058,2568804,Electricite
Année de référence,H1b,44,57,CREHANGE,3,8058,2568804,Gaz
Année de référence,H1b,44,57,CREUTZWALD,24,123375,20007658,Electricite
Année de référence,H1b,44,57,CREUTZWALD,24,123375,20007658,Gaz
Année de référence,H1b,44,57,CREUTZWALD,24,123375,20007658,Reseau de chaleur
Année de référence,H1b,44,57,DIEUZE,3,23330,5330827,Electricite
Année de référence,H1b,44,57,DIEUZE,3,23330,5330827,Gaz
Année de référence,H1b,44,57,ENNERY,19,61332,6319511,Electricite
Année de référence,H1b,44,57,ENNERY,19,61332,6319511,Gaz
Année de référence,H1b,44,57,FAMECK,17,103335,16574655,Electricite
Année de référence,H1b,44,57,FAMECK,17,103335,16574655,Gaz
Année de référence,H1b,44,57,FAREBERSVILLER,31,34777,5218727,Electricite
Année de référence,H1b,44,57,FAULQUEMONT,16,84839,8303709,Electricite
Année de référence,H1b,44,57,FAULQUEMONT,16,84839,8303709,Fioul
Année de référence,H1b,44,57,FAULQUEMONT,16,84839,8303709,Gaz
Année de référence,H1b,44,57,FEVES,3,3634,949676,Electricite
Année de référence,H1b,44,57,FLEVY,5,57076,6226121,Electricite
Année de référence,H1b,44,57,FLEVY,5,57076,6226121,Gaz
Année de référence,H1b,44,57,FLORANGE,8,19716,3640693,Electricite
Année de référence,H1b,44,57,FLORANGE,8,19716,3640693,Gaz
Année de référence,H1b,44,57,FOLKLING,3,10782,1739639,Gaz
Année de référence,H1b,44,57,FORBACH,62,199205,33290977,Electricite
Année de référence,H1b,44,57,FORBACH,62,199205,33290977,Gaz
Année de référence,H1b,44,57,FORBACH,62,199205,33290977,Reseau de chaleur
Année de référence,H1b,44,57,FREYMING MERLEBACH,13,64907,16640584,Electricite
Année de référence,H1b,44,57,FREYMING MERLEBACH,13,64907,16640584,Reseau de chaleur
Année de référence,H1b,44,57,GROSBLIEDERSTROFF,4,19268,4917040,Electricite
Année de référence,H1b,44,57,GUENANGE,3,7829,3119695,Electricite
Année de référence,H1b,44,57,GUENANGE,3,7829,3119695,Gaz
Année de référence,H1b,44,57,HAUCONCOURT,7,26145,4688058,Electricite
Année de référence,H1b,44,57,HAUCONCOURT,7,26145,4688058,Gaz
Année de référence,H1b,44,57,HAYANGE,22,87849,16996388,Electricite
Année de référence,H1b,44,57,HAYANGE,22,87849,16996388,Gaz
Année de référence,H1b,44,57,HETTANGE GRANDE,10,22054,3520348,Electricite
Année de référence,H1b,44,57,HETTANGE GRANDE,10,22054,3520348,Gaz
Année de référence,H1b,44,57,HOMBOURG HAUT,4,8114,1894400,Electricite
Année de référence,H1b,44,57,HOMBOURG HAUT,4,8114,1894400,Gaz
Année de référence,H1b,44,57,IMLING,3,7907,758307,Electricite
Année de référence,H1b,44,57,JOUY AUX ARCHES,11,18130,2825316,Electricite
Année de référence,H1b,44,57,LA MAXE,3,8226,1023879,Electricite
Année de référence,H1b,44,57,LEMUD,4,20609,4924781,Electricite
Année de référence,H1b,44,57,LEMUD,4,20609,4924781,Fioul
Année de référence,H1b,44,57,LONGEVILLE LES SAINT AVOLD,20,45828,11210299,Electricite
Année de référence,H1b,44,57,LONGEVILLE LES SAINT AVOLD,20,45828,11210299,Gaz
Année de référence,H1b,44,57,MAIZIERES LES METZ,9,46895,14556272,Electricite
Année de référence,H1b,44,57,MAIZIERES LES METZ,9,46895,14556272,Gaz
Année de référence,H1b,44,57,MARLY,23,89609,16860887,Electricite
Année de référence,H1b,44,57,MARLY,23,89609,16860887,Gaz
Année de référence,H1b,44,57,MONDELANGE,8,42615,12469755,Electricite
Année de référence,H1b,44,57,MONDELANGE,8,42615,12469755,Gaz
Année de référence,H1b,44,57,MONTIGNY LES METZ,24,110706,18521337,Electricite
Année de référence,H1b,44,57,MONTIGNY LES METZ,24,110706,18521337,Gaz
Année de référence,H1b,44,57,MORHANGE,8,40544,7313130,Electricite
Année de référence,H1b,44,57,MORHANGE,8,40544,7313130,Gaz
Année de référence,H1b,44,57,MORSBACH,5,17003,2761378,Electricite
Année de référence,H1b,44,57,MOULINS LES METZ,27,61600,14950046,Electricite
Année de référence,H1b,44,57,MOULINS LES METZ,27,61600,14950046,Gaz
Année de référence,H1b,44,57,NORROY LE VENEUR,4,3254,288752,Electricite
Année de référence,H1b,44,57,OGY MONTOY FLANVILLE,3,8581,1856811,Non spécifié
Année de référence,H1b,44,57,PHALSBOURG,9,29466,6969906,Electricite
Année de référence,H1b,44,57,PHALSBOURG,9,29466,6969906,Gaz
Année de référence,H1b,44,57,REDING,3,3029,250442,Electricite
Année de référence,H1b,44,57,ROHRBACH LES BITCHE,5,7200,1378507,Electricite
Année de référence,H1b,44,57,ROHRBACH LES BITCHE,5,7200,1378507,Fioul
Année de référence,H1b,44,57,ROMBAS,4,64244,15678259,Electricite
Année de référence,H1b,44,57,ROMBAS,4,64244,15678259,Gaz
Année de référence,H1b,44,57,SAINT AVOLD,24,154790,26609515,Electricite
Année de référence,H1b,44,57,SAINT AVOLD,24,154790,26609515,Gaz
Année de référence,H1b,44,57,SAINT JULIEN LES METZ,11,11793,2263138,Electricite
Année de référence,H1b,44,57,SAINT JULIEN LES METZ,11,11793,2263138,Gaz
Année de référence,H1b,44,57,SAINTE MARIE AUX CHENES,10,23531,7522690,Electricite
Année de référence,H1b,44,57,SAINTE MARIE AUX CHENES,10,23531,7522690,Gaz
Année de référence,H1b,44,57,SARRALBE,6,42970,4833331,Electricite
Année de référence,H1b,44,57,SARRALBE,6,42970,4833331,Gaz
Année de référence,H1b,44,57,SARRALBE,6,42970,4833331,Reseau de chaleur
Année de référence,H1b,44,57,SARREGUEMINES,42,152849,30768983,Electricite
Année de référence,H1b,44,57,SARREGUEMINES,42,152849,30768983,Gaz
Année de référence,H1b,44,57,SEMECOURT,13,44162,13237458,Electricite
Année de référence,H1b,44,57,SEMECOURT,13,44162,13237458,Gaz
Année de référence,H1b,44,57,SPICHEREN,3,5104,1857480,Electricite
Année de référence,H1b,44,57,TALANGE,23,51539,7761417,Electricite
Année de référence,H1b,44,57,TALANGE,23,51539,7761417,Gaz
Année de référence,H1b,44,57,TERVILLE,26,58671,10213583,Electricite
Année de référence,H1b,44,57,TERVILLE,26,58671,10213583,Gaz
Année de référence,H1b,44,57,WOIPPY,32,98217,18811014,Electricite
Année de référence,H1b,44,57,WOIPPY,32,98217,18811014,Gaz
Année de référence,H1b,44,57,WOIPPY,32,98217,18811014,Reseau de chaleur
Année de référence,H1b,44,57,YUTZ,38,141419,21291084,Electricite
Année de référence,H1b,44,57,YUTZ,38,141419,21291084,Gaz
Année de référence,H1b,44,57,YUTZ,38,141419,21291084,Non spécifié
Année de référence,H1b,44,67,ANDLAU,4,13518,1335499,Electricite
Année de référence,H1b,44,67,ANDLAU,4,13518,1335499,Gaz
Année de référence,H1b,44,67,BARR,8,23100,3399971,Electricite
Année de référence,H1b,44,67,BARR,8,23100,3399971,Gaz
Année de référence,H1b,44,67,BENFELD,10,17558,2234341,Electricite
Année de référence,H1b,44,67,BENFELD,10,17558,2234341,Gaz
Année de référence,H1b,44,67,BISCHHEIM,17,66529,11809664,Electricite
Année de référence,H1b,44,67,BISCHHEIM,17,66529,11809664,Gaz
Année de référence,H1b,44,67,BISCHHEIM,17,66529,11809664,Non spécifié
Année de référence,H1b,44,67,BISCHWILLER,10,127127,26713369,Electricite
Année de référence,H1b,44,67,BISCHWILLER,10,127127,26713369,Gaz
Année de référence,H1b,44,67,BOUXWILLER,5,11228,2746675,Electricite
Année de référence,H1b,44,67,BOUXWILLER,5,11228,2746675,Gaz
Année de référence,H1b,44,67,BRUMATH,5,74085,24588482,Electricite
Année de référence,H1b,44,67,CHATENOIS,4,10249,3103983,Electricite
Année de référence,H1b,44,67,CHATENOIS,4,10249,3103983,Gaz
Année de référence,H1b,44,67,DACHSTEIN,4,8753,3168869,Electricite
Année de référence,H1b,44,67,DACHSTEIN,4,8753,3168869,Gaz
Année de référence,H1b,44,67,DAMBACH LA VILLE,3,4634,944653,Electricite
Année de référence,H1b,44,67,DAMBACH LA VILLE,3,4634,944653,Gaz
Année de référence,H1b,44,67,DIEMERINGEN,4,13426,3104714,Electricite
Année de référence,H1b,44,67,DIEMERINGEN,4,13426,3104714,Gaz
Année de référence,H1b,44,67,DORLISHEIM,20,45980,10199959,Electricite
Année de référence,H1b,44,67,DORLISHEIM,20,45980,10199959,Gaz
Année de référence,H1b,44,67,DUPPIGHEIM,3,10676,3137290,Electricite
Année de référence,H1b,44,67,DUTTLENHEIM,8,70203,6551078,Electricite
Année de référence,H1b,44,67,DUTTLENHEIM,8,70203,6551078,Gaz
Année de référence,H1b,44,67,ECKBOLSHEIM,13,14050,1468453,Electricite
Année de référence,H1b,44,67,ECKBOLSHEIM,13,14050,1468453,Gaz
Année de référence,H1b,44,67,ENTZHEIM,13,68785,8195747,Electricite
Année de référence,H1b,44,67,ENTZHEIM,13,68785,8195747,Non spécifié
Année de référence,H1b,44,67,ERSTEIN,27,165475,35442720,Electricite
Année de référence,H1b,44,67,ERSTEIN,27,165475,35442720,Fioul
Année de référence,H1b,44,67,ERSTEIN,27,165475,35442720,Gaz
Année de référence,H1b,44,67,GEISPOLSHEIM,43,142404,21812524,Electricite
Année de référence,H1b,44,67,GEISPOLSHEIM,43,142404,21812524,Gaz
Année de référence,H1b,44,67,HILSENHEIM,3,13865,3190928,Electricite
Année de référence,H1b,44,67,HILSENHEIM,3,13865,3190928,Non spécifié
Année de référence,H1b,44,67,HINDISHEIM,3,2561,424096,Electricite
Année de référence,H1b,44,67,HINDISHEIM,3,2561,424096,Gaz
Année de référence,H1b,44,67,HOENHEIM,18,52157,5916667,Electricite
Année de référence,H1b,44,67,HOENHEIM,18,52157,5916667,Gaz
Année de référence,H1b,44,67,HOERDT,9,35611,2263559,Electricite
Année de référence,H1b,44,67,HOERDT,9,35611,2263559,Gaz
Année de référence,H1b,44,67,HOLTZHEIM,3,22276,1716908,Electricite
Année de référence,H1b,44,67,INGWILLER,4,33871,9145089,Electricite
Année de référence,H1b,44,67,INGWILLER,4,33871,9145089,Gaz
Année de référence,H1b,44,67,LA WANTZENAU,4,32145,4856905,Electricite
Année de référence,H1b,44,67,LA WANTZENAU,4,32145,4856905,Gaz
Année de référence,H1b,44,67,LINGOLSHEIM,15,32687,3449873,Electricite
Année de référence,H1b,44,67,LINGOLSHEIM,15,32687,3449873,Gaz
Année de référence,H1b,44,67,LINGOLSHEIM,15,32687,3449873,Reseau de chaleur
Année de référence,H1b,44,67,MARCKOLSHEIM,3,9856,6530328,Electricite
Année de référence,H1b,44,67,MARCKOLSHEIM,3,9856,6530328,Non spécifié
Année de référence,H1b,44,67,MARLENHEIM,4,18685,7035588,Electricite
Année de référence,H1b,44,67,METZ,3,8080,691332,Electricite
Année de référence,H1b,44,67,MOLSHEIM,33,195722,33609750,Electricite
Année de référence,H1b,44,67,MOLSHEIM,33,195722,33609750,Gaz
Année de référence,H1b,44,67,MOLSHEIM,33,195722,33609750,Non spécifié
Année de référence,H1b,44,67,MONSWILLER,4,14985,2955401,Electricite
Année de référence,H1b,44,67,MONSWILLER,4,14985,2955401,Gaz
Année de référence,H1b,44,67,MUNDOLSHEIM,38,72435,16317135,Electricite
Année de référence,H1b,44,67,MUNDOLSHEIM,38,72435,16317135,Gaz
Année de référence,H1b,44,67,MUTZIG,12,27336,5011045,Electricite
Année de référence,H1b,44,67,MUTZIG,12,27336,5011045,Gaz
Année de référence,H1b,44,67,NIEDERBRONN LES BAINS,6,23162,6863741,Electricite
Année de référence,H1b,44,67,NIEDERBRONN LES BAINS,6,23162,6863741,Gaz
Année de référence,H1b,44,67,NIEDERHAUSBERGEN,3,2065,94462,Electricite
Année de référence,H1b,44,67,OBERHAUSBERGEN,11,42317,6459883,Electricite
Année de référence,H1b,44,67,OBERHAUSBERGEN,11,42317,6459883,Gaz
Année de référence,H1b,44,67,OBERHOFFEN SUR MODER,3,11872,1729822,Electricite
Année de référence,H1b,44,67,OSTWALD,12,49250,8371682,Electricite
Année de référence,H1b,44,67,OSTWALD,12,49250,8371682,Gaz
Année de référence,H1b,44,67,OTTROTT,6,37818,9468444,Electricite
Année de référence,H1b,44,67,OTTROTT,6,37818,9468444,Fioul
Année de référence,H1b,44,67,OTTROTT,6,37818,9468444,Gaz
Année de référence,H1b,44,67,PLOBSHEIM,3,8162,441744,Electricite
Année de référence,H1b,44,67,REICHSHOFFEN,3,8922,2619285,Gaz
Année de référence,H1b,44,67,REICHSTETT,11,37249,5446872,Electricite
Année de référence,H1b,44,67,REICHSTETT,11,37249,5446872,Gaz
Année de référence,H1b,44,67,ROPPENHEIM,29,8025,1752917,Electricite
Année de référence,H1b,44,67,ROSHEIM,7,23255,2225359,Electricite
Année de référence,H1b,44,67,SARRE UNION,3,34616,6936758,Electricite
Année de référence,H1b,44,67,SARRE UNION,3,34616,6936758,Gaz
Année de référence,H1b,44,67,SAVERNE,16,100611,31844913,Electricite
Année de référence,H1b,44,67,SAVERNE,16,100611,31844913,Fioul
Année de référence,H1b,44,67,SAVERNE,16,100611,31844913,Gaz
Année de référence,H1b,44,67,SCHIRMECK,5,25798,6999860,Electricite
Année de référence,H1b,44,67,SCHIRMECK,5,25798,6999860,Gaz
Année de référence,H1b,44,67,SCHWEIGHOUSE SUR MODER,12,32491,10767822,Electricite
Année de référence,H1b,44,67,SCHWEIGHOUSE SUR MODER,12,32491,10767822,Gaz
Année de référence,H1b,44,67,SELESTAT,48,160821,30393855,Electricite
Année de référence,H1b,44,67,SELESTAT,48,160821,30393855,Gaz
Année de référence,H1b,44,67,SELESTAT,48,160821,30393855,Non spécifié
Année de référence,H1b,44,67,SOUFFELWEYERSHEIM,16,48072,9599718,Electricite
Année de référence,H1b,44,67,SOUFFELWEYERSHEIM,16,48072,9599718,Gaz
Année de référence,H1b,44,67,SOUFFLENHEIM,4,6951,1314826,Electricite
Année de référence,H1b,44,67,SOUFFLENHEIM,4,6951,1314826,Gaz
Année de référence,H1b,44,67,SOULTZ SOUS FORETS,3,10511,2077908,Electricite
Année de référence,H1b,44,67,SOULTZ SOUS FORETS,3,10511,2077908,Gaz
Année de référence,H1b,44,67,VENDENHEIM,13,32717,5439414,Electricite
Année de référence,H1b,44,67,VENDENHEIM,13,32717,5439414,Gaz
Année de référence,H1b,44,67,WASSELONNE,5,20005,6445028,Electricite
Année de référence,H1b,44,67,WISSEMBOURG,20,80926,18797943,Electricite
Année de référence,H1b,44,67,WISSEMBOURG,20,80926,18797943,Gaz
Année de référence,H1b,44,67,WISSEMBOURG,20,80926,18797943,Non spécifié
Année de référence,H1b,44,67,WOLFISHEIM,5,17580,2568131,Electricite
Année de référence,H1b,44,67,WOLFISHEIM,5,17580,2568131,Gaz
Année de référence,H1b,44,68,ALTKIRCH,16,80290,16648875,Electricite
Année de référence,H1b,44,68,ALTKIRCH,16,80290,16648875,Fioul
Année de référence,H1b,44,68,ALTKIRCH,16,80290,16648875,Gaz
Année de référence,H1b,44,68,AMMERSCHWIHR,3,4664,571475,Gaz
Année de référence,H1b,44,68,BANTZENHEIM,3,9534,1613904,Electricite
Année de référence,H1b,44,68,BANTZENHEIM,3,9534,1613904,Gaz
Année de référence,H1b,44,68,BLOTZHEIM,15,25271,6050592,Electricite
Année de référence,H1b,44,68,BLOTZHEIM,15,25271,6050592,Fioul
Année de référence,H1b,44,68,BLOTZHEIM,15,25271,6050592,Gaz
Année de référence,H1b,44,68,BOLLWILLER,17,25129,4214384,Electricite
Année de référence,H1b,44,68,BOLLWILLER,17,25129,4214384,Gaz
Année de référence,H1b,44,68,BRUNSTATT DIDENHEIM,11,28716,6975325,Electricite
Année de référence,H1b,44,68,BRUNSTATT DIDENHEIM,11,28716,6975325,Gaz
Année de référence,H1b,44,68,BURNHAUPT LE HAUT,4,6685,778465,Electricite
Année de référence,H1b,44,68,BURNHAUPT LE HAUT,4,6685,778465,Non spécifié
Année de référence,H1b,44,68,CERNAY,22,168980,34059155,Electricite
Année de référence,H1b,44,68,CERNAY,22,168980,34059155,Gaz
Année de référence,H1b,44,68,CERNAY,22,168980,34059155,Reseau de chaleur
Année de référence,H1b,44,68,CERNAY,22,168980,34059155,Non spécifié
Année de référence,H1b,44,68,CHALAMPE,4,23592,3885761,Electricite
Année de référence,H1b,44,68,CHALAMPE,4,23592,3885761,Gaz
Année de référence,H1b,44,68,DANNEMARIE,5,13444,1762003,Electricite
Année de référence,H1b,44,68,DANNEMARIE,5,13444,1762003,Gaz
Année de référence,H1b,44,68,ENSISHEIM,5,12208,3977942,Electricite
Année de référence,H1b,44,68,ENSISHEIM,5,12208,3977942,Gaz
Année de référence,H1b,44,68,GUEBWILLER,29,122555,25632432,Bois
Année de référence,H1b,44,68,GUEBWILLER,29,122555,25632432,Electricite
Année de référence,H1b,44,68,GUEBWILLER,29,122555,25632432,Gaz
Année de référence,H1b,44,68,HABSHEIM,3,6857,5279829,Electricite
Année de référence,H1b,44,68,HABSHEIM,3,6857,5279829,Non spécifié
Année de référence,H1b,44,68,HESINGUE,4,12689,1361447,Electricite
Année de référence,H1b,44,68,HIRSINGUE,6,3348,575217,Electricite
Année de référence,H1b,44,68,HORBOURG WIHR,6,16546,2888987,Electricite
Année de référence,H1b,44,68,HORBOURG WIHR,6,16546,2888987,Gaz
Année de référence,H1b,44,68,HOUSSEN,31,60593,13851867,Electricite
Année de référence,H1b,44,68,HUNINGUE,18,47147,7389275,Electricite
Année de référence,H1b,44,68,HUNINGUE,18,47147,7389275,Gaz
Année de référence,H1b,44,68,ILLZACH,45,116649,19273891,Electricite
Année de référence,H1b,44,68,ILLZACH,45,116649,19273891,Gaz
Année de référence,H1b,44,68,ISSENHEIM,9,37479,6006878,Electricite
Année de référence,H1b,44,68,ISSENHEIM,9,37479,6006878,Gaz
Année de référence,H1b,44,68,KAYSERSBERG VIGNOBLE,14,32935,7808412,Electricite
Année de référence,H1b,44,68,KAYSERSBERG VIGNOBLE,14,32935,7808412,Gaz
Année de référence,H1b,44,68,KAYSERSBERG VIGNOBLE,14,32935,7808412,Reseau de chaleur
Année de référence,H1b,44,68,KEMBS,11,22395,4103332,Electricite
Année de référence,H1b,44,68,KEMBS,11,22395,4103332,Gaz
Année de référence,H1b,44,68,KINGERSHEIM,28,69301,12471181,Electricite
Année de référence,H1b,44,68,KINGERSHEIM,28,69301,12471181,Gaz
Année de référence,H1b,44,68,KUNHEIM,4,32904,3132566,Electricite
Année de référence,H1b,44,68,LUTTERBACH,3,12497,3180912,Electricite
Année de référence,H1b,44,68,MASEVAUX NIEDERBRUCK,5,22706,5033025,Electricite
Année de référence,H1b,44,68,MASEVAUX NIEDERBRUCK,5,22706,5033025,Gaz
Année de référence,H1b,44,68,MORSCHWILLER LE BAS,9,29094,5491760,Electricite
Année de référence,H1b,44,68,MUNSTER,8,20097,3958924,Electricite
Année de référence,H1b,44,68,MUNSTER,8,20097,3958924,Gaz
Année de référence,H1b,44,68,ORBEY,6,25815,6203054,Electricite
Année de référence,H1b,44,68,ORBEY,6,25815,6203054,Fioul
Année de référence,H1b,44,68,ORBEY,6,25815,6203054,Non spécifié
Année de référence,H1b,44,68,OTTMARSHEIM,4,27355,5426381,Electricite
Année de référence,H1b,44,68,PFASTATT,14,57582,10141837,Electricite
Année de référence,H1b,44,68,PFASTATT,14,57582,10141837,Gaz
Année de référence,H1b,44,68,RIBEAUVILLE,5,28723,7681151,Electricite
Année de référence,H1b,44,68,RIBEAUVILLE,5,28723,7681151,Gaz
Année de référence,H1b,44,68,RICHWILLER,3,5061,576176,Electricite
Année de référence,H1b,44,68,RIEDISHEIM,13,42815,8257513,Electricite
Année de référence,H1b,44,68,RIEDISHEIM,13,42815,8257513,Fioul
Année de référence,H1b,44,68,RIEDISHEIM,13,42815,8257513,Gaz
Année de référence,H1b,44,68,RIXHEIM,10,57243,6906964,Electricite
Année de référence,H1b,44,68,RIXHEIM,10,57243,6906964,Gaz
Année de référence,H1b,44,68,ROUFFACH,16,114052,27736245,Electricite
Année de référence,H1b,44,68,ROUFFACH,16,114052,27736245,Gaz
Année de référence,H1b,44,68,SAINT LOUIS,47,190061,32462222,Electricite
Année de référence,H1b,44,68,SAINT LOUIS,47,190061,32462222,Gaz
Année de référence,H1b,44,68,SAINT LOUIS,47,190061,32462222,Reseau de chaleur
Année de référence,H1b,44,68,SAINTE CROIX EN PLAINE,4,7992,356715,Electricite
Année de référence,H1b,44,68,SAUSHEIM,35,115176,15063547,Electricite
Année de référence,H1b,44,68,SAUSHEIM,35,115176,15063547,Gaz
Année de référence,H1b,44,68,SEPPOIS LE BAS,4,18570,2633487,Electricite
Année de référence,H1b,44,68,SIERENTZ,26,63634,11959591,Electricite
Année de référence,H1b,44,68,SIERENTZ,26,63634,11959591,Fioul
Année de référence,H1b,44,68,SIERENTZ,26,63634,11959591,Gaz
Année de référence,H1b,44,68,SOULTZ HAUT RHIN,8,40549,5068042,Electricite
Année de référence,H1b,44,68,SOULTZ HAUT RHIN,8,40549,5068042,Gaz
Année de référence,H1b,44,68,THANN,15,90880,17882562,Electricite
Année de référence,H1b,44,68,THANN,15,90880,17882562,Fioul
Année de référence,H1b,44,68,THANN,15,90880,17882562,Gaz
Année de référence,H1b,44,68,VIEUX THANN,10,18121,3153031,Electricite
Année de référence,H1b,44,68,VIEUX THANN,10,18121,3153031,Gaz
Année de référence,H1b,44,68,VILLAGE NEUF,8,40968,14052214,Electricite
Année de référence,H1b,44,68,VILLAGE NEUF,8,40968,14052214,Gaz
Année de référence,H1b,44,68,VOLGELSHEIM,3,9027,1601667,Electricite
Année de référence,H1b,44,68,WETTOLSHEIM,3,7572,2403556,Electricite
Année de référence,H1b,44,68,WILLER SUR THUR,3,7352,1099722,Electricite
Année de référence,H1b,44,68,WILLER SUR THUR,3,7352,1099722,Gaz
Année de référence,H1b,44,68,WINTZENHEIM,5,41630,5057677,Electricite
Année de référence,H1b,44,68,WINTZENHEIM,5,41630,5057677,Gaz
Année de référence,H1b,44,68,WITTELSHEIM,4,17499,4138913,Electricite
Année de référence,H1b,44,68,WITTENHEIM,56,162283,33554482,Electricite
Année de référence,H1b,44,68,WITTENHEIM,56,162283,33554482,Gaz
Année de référence,H1b,44,88,BRUYERES,6,34813,7708933,Electricite
Année de référence,H1b,44,88,BRUYERES,6,34813,7708933,Gaz
Année de référence,H1b,44,88,CHARMES,8,26015,6453275,Electricite
Année de référence,H1b,44,88,CHARMES,8,26015,6453275,Gaz
Année de référence,H1b,44,88,CHATENOIS,6,39154,3064379,Electricite
Année de référence,H1b,44,88,CHATENOIS,6,39154,3064379,Gaz
Année de référence,H1b,44,88,CHAVELOT,9,21513,2446510,Electricite
Année de référence,H1b,44,88,CHAVELOT,9,21513,2446510,Gaz
Année de référence,H1b,44,88,CONTREXEVILLE,10,40196,10932846,Electricite
Année de référence,H1b,44,88,CONTREXEVILLE,10,40196,10932846,Gaz
Année de référence,H1b,44,88,CORCIEUX,3,13609,13371843,Electricite
Année de référence,H1b,44,88,CORNIMONT,7,25448,1609092,Electricite
Année de référence,H1b,44,88,DARNEY,3,13804,3713396,Electricite
Année de référence,H1b,44,88,DARNEY,3,13804,3713396,Gaz
Année de référence,H1b,44,88,ELOYES,5,15126,1643061,Electricite
Année de référence,H1b,44,88,ELOYES,5,15126,1643061,Gaz
Année de référence,H1b,44,88,GERARDMER,16,78807,18545513,Electricite
Année de référence,H1b,44,88,GERARDMER,16,78807,18545513,Gaz
Année de référence,H1b,44,88,GOLBEY,14,88450,18817150,Electricite
Année de référence,H1b,44,88,GOLBEY,14,88450,18817150,Gaz
Année de référence,H1b,44,88,JEUXEY,9,24986,8335131,Electricite
Année de référence,H1b,44,88,LA BRESSE,8,28268,17217827,Electricite
Année de référence,H1b,44,88,LA BRESSE,8,28268,17217827,Fioul
Année de référence,H1b,44,88,LA VOGE LES BAINS,3,23008,5126587,Electricite
Année de référence,H1b,44,88,LA VOGE LES BAINS,3,23008,5126587,Non spécifié
Année de référence,H1b,44,88,LE THILLOT,4,35186,6926511,Electricite
Année de référence,H1b,44,88,LE THILLOT,4,35186,6926511,Gaz
Année de référence,H1b,44,88,LE VAL D AJOL,7,13666,3403826,Electricite
Année de référence,H1b,44,88,LE VAL D AJOL,7,13666,3403826,Fioul
Année de référence,H1b,44,88,LE VAL D AJOL,7,13666,3403826,Gaz
Année de référence,H1b,44,88,MIRECOURT,8,89987,24969774,Electricite
Année de référence,H1b,44,88,MIRECOURT,8,89987,24969774,Gaz
Année de référence,H1b,44,88,NEUFCHATEAU,15,54443,10416656,Electricite
Année de référence,H1b,44,88,NEUFCHATEAU,15,54443,10416656,Fioul
