annee_consommation,zone_climatique,code_region,code_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie
2021,H3,76,34,SAINT GEORGES D ORQUES,7,12546,1970918,Gaz
2021,H3,76,34,SAINT GERVAIS SUR MARE,3,7685,1268671,Electricite
2021,H3,76,34,SAINT JEAN DE VEDAS,81,181369,32028339,Electricite
2021,H3,76,34,SAINT JEAN DE VEDAS,81,181369,32028339,Gaz
2021,H3,76,34,SAINT MATHIEU DE TREVIERS,4,12434,2372836,Electricite
2021,H3,76,34,SAINT MATHIEU DE TREVIERS,4,12434,2372836,Gaz
2021,H3,76,34,SAINT PONS DE THOMIERES,5,32592,3642205,Electricite
2021,H3,76,34,SAINT PONS DE THOMIERES,5,32592,3642205,Non spécifié
2021,H3,76,34,SERIGNAN,9,36934,2932023,Electricite
2021,H3,76,34,SERIGNAN,9,36934,2932023,Gaz
2021,H3,76,34,SERVIAN,4,12990,1995512,Electricite
2021,H3,76,34,SETE,64,251354,29169607,Electricite
2021,H3,76,34,SETE,64,251354,29169607,Fioul
2021,H3,76,34,SETE,64,251354,29169607,Gaz
2021,H3,76,34,TEYRAN,3,6572,774598,Electricite
2021,H3,76,34,THEZAN LES BEZIERS,5,11837,2854827,Electricite
2021,H3,76,34,VENDARGUES,28,194962,23363634,Electricite
2021,H3,76,34,VENDARGUES,28,194962,23363634,Gaz
2021,H3,76,34,VENDRES,10,21619,2185974,Electricite
2021,H3,76,34,VENDRES,10,21619,2185974,Gaz
2021,H3,76,34,VIAS,5,17123,3468183,Electricite
2021,H3,76,34,VIAS,5,17123,3468183,Gaz
2021,H3,76,34,VIC LA GARDIOLE,5,9586,863518,Electricite
2021,H3,76,34,VIC LA GARDIOLE,5,9586,863518,Gaz
2021,H3,76,34,VILLENEUVE LES BEZIERS,28,142971,22791938,Electricite
2021,H3,76,34,VILLENEUVE LES BEZIERS,28,142971,22791938,Gaz
2021,H3,76,34,VILLENEUVE LES MAGUELONE,15,30065,3315632,Electricite
2021,H3,76,34,VILLENEUVE LES MAGUELONE,15,30065,3315632,Gaz
2021,H3,76,66,AMELIE LES BAINS PALALDA,5,34200,4105415,Electricite
2021,H3,76,66,ARGELES SUR MER,28,86715,13592544,Electricite
2021,H3,76,66,ARGELES SUR MER,28,86715,13592544,Gaz
2021,H3,76,66,BAIXAS,7,4986,454545,Electricite
2021,H3,76,66,BANYULS SUR MER,5,15745,2288873,Electricite
2021,H3,76,66,CABESTANY,25,51660,10988632,Electricite
2021,H3,76,66,CABESTANY,25,51660,10988632,Gaz
2021,H3,76,66,CANET EN ROUSSILLON,24,83014,11150034,Electricite
2021,H3,76,66,CANET EN ROUSSILLON,24,83014,11150034,Gaz
2021,H3,76,66,CANOHES,3,6781,618002,Electricite
2021,H3,76,66,CERBERE,6,3996,155671,Electricite
2021,H3,76,66,CERBERE,6,3996,155671,Fioul
2021,H3,76,66,CERET,12,43221,6776292,Electricite
2021,H3,76,66,CERET,12,43221,6776292,Gaz
2021,H3,76,66,CLAIRA,31,46160,7050796,Electricite
2021,H3,76,66,COLLIOURE,5,17856,2599069,Electricite
2021,H3,76,66,ELNE,11,31780,4783938,Electricite
2021,H3,76,66,ELNE,11,31780,4783938,Gaz
2021,H3,76,66,ESPIRA DE L AGLY,7,11054,934561,Electricite
2021,H3,76,66,ESPIRA DE L AGLY,7,11054,934561,Non spécifié
2021,H3,76,66,ILLE SUR TET,11,24688,3320191,Electricite
2021,H3,76,66,ILLE SUR TET,11,24688,3320191,Non spécifié
2021,H3,76,66,LATOUR BAS ELNE,14,17479,4143556,Electricite
2021,H3,76,66,LE BARCARES,9,38593,4056703,Electricite
2021,H3,76,66,LE BOULOU,11,24352,4462906,Electricite
2021,H3,76,66,LE BOULOU,11,24352,4462906,Gaz
2021,H3,76,66,LE SOLER,6,24620,2254277,Electricite
2021,H3,76,66,LE SOLER,6,24620,2254277,Gaz
2021,H3,76,66,MILLAS,5,14193,2725429,Electricite
2021,H3,76,66,MILLAS,5,14193,2725429,Gaz
2021,H3,76,66,PEZILLA LA RIVIERE,3,9039,1010307,Electricite
2021,H3,76,66,PIA,5,17425,1913454,Electricite
2021,H3,76,66,PIA,5,17425,1913454,Non spécifié
2021,H3,76,66,POLLESTRES,14,20611,3082632,Electricite
2021,H3,76,66,PORT VENDRES,11,24944,2611381,Electricite
2021,H3,76,66,PORT VENDRES,11,24944,2611381,Gaz
2021,H3,76,66,PRADES,19,78233,11696770,Electricite
2021,H3,76,66,PRADES,19,78233,11696770,Fioul
2021,H3,76,66,PRADES,19,78233,11696770,Gaz
2021,H3,76,66,RIVESALTES,39,122088,12757357,Electricite
2021,H3,76,66,RIVESALTES,39,122088,12757357,Gaz
2021,H3,76,66,SAILLAGOUSE,4,11148,1537691,Electricite
2021,H3,76,66,SAINT ANDRE,3,9942,682015,Electricite
2021,H3,76,66,SAINT CYPRIEN,13,42223,4048538,Electricite
2021,H3,76,66,SAINT CYPRIEN,13,42223,4048538,Gaz
2021,H3,76,66,SAINT ESTEVE,10,49702,8430442,Electricite
2021,H3,76,66,SAINT ESTEVE,10,49702,8430442,Gaz
2021,H3,76,66,SAINT LAURENT DE LA SALANQUE,6,20354,4278280,Electricite
2021,H3,76,66,SAINT LAURENT DE LA SALANQUE,6,20354,4278280,Non spécifié
2021,H3,76,66,SAINT NAZAIRE,6,5805,405476,Electricite
2021,H3,76,66,SAINT PAUL DE FENOUILLET,4,9312,1631464,Electricite
2021,H3,76,66,SAINT PAUL DE FENOUILLET,4,9312,1631464,Non spécifié
2021,H3,76,66,SOREDE,6,3652,335743,Electricite
2021,H3,76,66,SOURNIA,3,6714,2781658,Electricite
2021,H3,76,66,SOURNIA,3,6714,2781658,Non spécifié
2021,H3,76,66,THEZA,4,16971,1902412,Electricite
2021,H3,76,66,THEZA,4,16971,1902412,Non spécifié
2021,H3,76,66,THUIR,21,88608,14401830,Electricite
2021,H3,76,66,THUIR,21,88608,14401830,Gaz
2021,H3,76,66,TOULOUGES,13,33787,1794294,Electricite
2021,H3,76,66,TOULOUGES,13,33787,1794294,Gaz
2021,H3,93,06,BEAULIEU SUR MER,8,27554,4900656,Electricite
2021,H3,93,06,BEAULIEU SUR MER,8,27554,4900656,Gaz
2021,H3,93,06,BEAUSOLEIL,5,12562,1723293,Electricite
2021,H3,93,06,BEAUSOLEIL,5,12562,1723293,Gaz
2021,H3,93,06,CAGNES SUR MER,85,271941,32308334,Electricite
2021,H3,93,06,CAGNES SUR MER,85,271941,32308334,Gaz
2021,H3,93,06,CARROS,60,163961,20950745,Electricite
2021,H3,93,06,CARROS,60,163961,20950745,Gaz
2021,H3,93,06,CASTAGNIERS,8,6087,1113986,Electricite
2021,H3,93,06,CHATEAUNEUF GRASSE,4,9467,1655642,Electricite
2021,H3,93,06,COLOMARS,5,4529,318413,Electricite
2021,H3,93,06,CONTES,6,10846,1221098,Electricite
2021,H3,93,06,DRAP,6,25402,5752287,Electricite
2021,H3,93,06,DRAP,6,25402,5752287,Gaz
2021,H3,93,06,GATTIERES,7,10334,2073809,Electricite
2021,H3,93,06,L ESCARENE,4,12989,1554156,Electricite
2021,H3,93,06,LA COLLE SUR LOUP,9,30107,5596410,Electricite
2021,H3,93,06,LA GAUDE,3,18103,2556233,Electricite
2021,H3,93,06,LA TRINITE,25,71214,10203900,Electricite
2021,H3,93,06,LA TRINITE,25,71214,10203900,Gaz
2021,H3,93,06,LE CANNET,30,95304,10916177,Electricite
2021,H3,93,06,LE CANNET,30,95304,10916177,Gaz
2021,H3,93,06,LE ROURET,3,12041,2063721,Non spécifié
2021,H3,93,06,LEVENS,3,10755,2118734,Electricite
2021,H3,93,06,LEVENS,3,10755,2118734,Non spécifié
2021,H3,93,06,MANDELIEU LA NAPOULE,78,158501,23597327,Electricite
2021,H3,93,06,MANDELIEU LA NAPOULE,78,158501,23597327,Gaz
2021,H3,93,06,MENTON,67,198537,27683261,Electricite
2021,H3,93,06,MENTON,67,198537,27683261,Fioul
2021,H3,93,06,MENTON,67,198537,27683261,Gaz
2021,H3,93,06,MOUANS SARTOUX,14,42796,6873903,Electricite
2021,H3,93,06,MOUANS SARTOUX,14,42796,6873903,Gaz
2021,H3,93,06,MOUGINS,66,142929,24715042,Electricite
2021,H3,93,06,MOUGINS,66,142929,24715042,Gaz
2021,H3,93,06,PEGOMAS,12,39122,4707423,Electricite
2021,H3,93,06,PEGOMAS,12,39122,4707423,Gaz
2021,H3,93,06,ROQUEBILLIERE,3,15852,3781137,Electricite
2021,H3,93,06,ROQUEBILLIERE,3,15852,3781137,Non spécifié
2021,H3,93,06,ROQUEBRUNE CAP MARTIN,4,15623,2216073,Electricite
2021,H3,93,06,ROQUEFORT LES PINS,4,11263,1915425,Electricite
2021,H3,93,06,SAINT ANDRE DE LA ROCHE,6,14950,2269531,Electricite
2021,H3,93,06,SAINT ETIENNE DE TINEE,4,18854,1678975,Electricite
2021,H3,93,06,SAINT JEANNET,5,15036,2298338,Electricite
2021,H3,93,06,SAINT JEANNET,5,15036,2298338,Gaz
2021,H3,93,06,SAINT LAURENT DU VAR,100,158321,25047165,Electricite
2021,H3,93,06,SAINT LAURENT DU VAR,100,158321,25047165,Gaz
2021,H3,93,06,SAINT VALLIER DE THIEY,6,20073,2167456,Electricite
2021,H3,93,06,SAINT VALLIER DE THIEY,6,20073,2167456,Gaz
2021,H3,93,06,TENDE,5,28183,5315656,Electricite
2021,H3,93,06,THEOULE SUR MER,3,16460,1972006,Electricite
2021,H3,93,06,TOURRETTE LEVENS,3,10533,1269278,Electricite
2021,H3,93,06,VALLAURIS,35,63932,7938421,Electricite
2021,H3,93,06,VALLAURIS,35,63932,7938421,Gaz
2021,H3,93,06,VENCE,28,89755,13919045,Electricite
2021,H3,93,06,VENCE,28,89755,13919045,Gaz
2021,H3,93,06,VILLENEUVE LOUBET,58,158433,25993779,Electricite
2021,H3,93,06,VILLENEUVE LOUBET,58,158433,25993779,Gaz
2021,H3,93,13,ALLAUCH,8,25237,3593223,Electricite
2021,H3,93,13,ALLAUCH,8,25237,3593223,Gaz
2021,H3,93,13,AUREILLE,5,2802,325272,Electricite
2021,H3,93,13,AUREILLE,5,2802,325272,Gaz
2021,H3,93,13,AURIOL,5,21455,3388583,Electricite
2021,H3,93,13,BARBENTANE,4,7639,1045787,Electricite
2021,H3,93,13,BERRE L ETANG,27,112795,15559727,Electricite
2021,H3,93,13,BERRE L ETANG,27,112795,15559727,Gaz
2021,H3,93,13,BOUC BEL AIR,27,106358,11745837,Electricite
2021,H3,93,13,BOUC BEL AIR,27,106358,11745837,Gaz
2021,H3,93,13,CABANNES,7,10538,1525450,Electricite
2021,H3,93,13,CABANNES,7,10538,1525450,Gaz
2021,H3,93,13,CABRIES,89,104574,14617049,Electricite
2021,H3,93,13,CABRIES,89,104574,14617049,Gaz
2021,H3,93,13,CARRY LE ROUET,9,16749,3770134,Electricite
2021,H3,93,13,CARRY LE ROUET,9,16749,3770134,Fioul
2021,H3,93,13,CASSIS,21,59025,7363923,Electricite
2021,H3,93,13,CASSIS,21,59025,7363923,Gaz
2021,H3,93,13,CEYRESTE,5,10706,1517490,Electricite
2021,H3,93,13,CHATEAUNEUF LE ROUGE,8,20270,1743682,Electricite
2021,H3,93,13,CHATEAUNEUF LES MARTIGUES,28,66061,9003055,Electricite
2021,H3,93,13,CHATEAUNEUF LES MARTIGUES,28,66061,9003055,Gaz
2021,H3,93,13,CHATEAURENARD,51,74105,15024605,Electricite
2021,H3,93,13,CHATEAURENARD,51,74105,15024605,Gaz
2021,H3,93,13,EGUILLES,9,13679,3044721,Electricite
2021,H3,93,13,ENSUES LA REDONNE,9,9635,1429712,Electricite
2021,H3,93,13,ENSUES LA REDONNE,9,9635,1429712,Gaz
2021,H3,93,13,EYGALIERES,6,7211,683565,Electricite
2021,H3,93,13,EYGUIERES,3,16199,2285225,Electricite
2021,H3,93,13,EYGUIERES,3,16199,2285225,Gaz
2021,H3,93,13,EYRAGUES,3,5865,675351,Electricite
2021,H3,93,13,FONTVIEILLE,4,5860,116712,Electricite
2021,H3,93,13,FOS SUR MER,55,279956,22827657,Electricite
2021,H3,93,13,FOS SUR MER,55,279956,22827657,Gaz
2021,H3,93,13,FUVEAU,10,80968,8201999,Electricite
2021,H3,93,13,FUVEAU,10,80968,8201999,Gaz
2021,H3,93,13,GARDANNE,49,155082,20962513,Electricite
2021,H3,93,13,GARDANNE,49,155082,20962513,Gaz
2021,H3,93,13,GARDANNE,49,155082,20962513,Reseau de chaleur
2021,H3,93,13,GEMENOS,34,70101,7832251,Electricite
2021,H3,93,13,GEMENOS,34,70101,7832251,Gaz
2021,H3,93,13,GIGNAC LA NERTHE,20,46980,4437539,Electricite
2021,H3,93,13,GIGNAC LA NERTHE,20,46980,4437539,Gaz
2021,H3,93,13,GRANS,15,141007,6522384,Electricite
2021,H3,93,13,GRAVESON,6,43981,1377493,Electricite
2021,H3,93,13,GREASQUE,3,12772,2218925,Electricite
2021,H3,93,13,ISTRES,66,195526,29575706,Electricite
2021,H3,93,13,ISTRES,66,195526,29575706,Gaz
2021,H3,93,13,JOUQUES,5,5128,938248,Electricite
2021,H3,93,13,JOUQUES,5,5128,938248,Non spécifié
2021,H3,93,13,LA BOUILLADISSE,6,10653,1558055,Electricite
2021,H3,93,13,LA BOUILLADISSE,6,10653,1558055,Gaz
2021,H3,93,13,LA CIOTAT,66,170514,30887930,Electricite
2021,H3,93,13,LA CIOTAT,66,170514,30887930,Gaz
2021,H3,93,13,LA DESTROUSSE,12,20082,3566323,Electricite
2021,H3,93,13,LA DESTROUSSE,12,20082,3566323,Fioul
2021,H3,93,13,LA FARE LES OLIVIERS,7,18954,2353450,Electricite
2021,H3,93,13,LA PENNE SUR HUVEAUNE,16,10152,1504934,Electricite
2021,H3,93,13,LA ROQUE D ANTHERON,5,19649,3678634,Electricite
2021,H3,93,13,LAMBESC,7,20388,3111902,Electricite
2021,H3,93,13,LANCON PROVENCE,6,10601,3429640,Electricite
2021,H3,93,13,LE PUY SAINTE REPARADE,8,34065,6548276,Electricite
2021,H3,93,13,LE PUY SAINTE REPARADE,8,34065,6548276,Gaz
2021,H3,93,13,LE ROVE,6,12250,1621050,Electricite
2021,H3,93,13,LE THOLONET,11,30915,4001444,Electricite
2021,H3,93,13,LES PENNES MIRABEAU,35,121965,19990335,Electricite
2021,H3,93,13,LES PENNES MIRABEAU,35,121965,19990335,Gaz
2021,H3,93,13,MALLEMORT,5,18244,5644602,Electricite
2021,H3,93,13,MARSEILLE 01,108,263684,34046376,Electricite
2021,H3,93,13,MARSEILLE 01,108,263684,34046376,Gaz
2021,H3,93,13,MARSEILLE 03,52,211392,28340504,Electricite
2021,H3,93,13,MARSEILLE 03,52,211392,28340504,Gaz
2021,H3,93,13,MARSEILLE 04,46,104673,18467245,Electricite
2021,H3,93,13,MARSEILLE 04,46,104673,18467245,Gaz
2021,H3,93,13,MARSEILLE 06,74,208116,23561234,Electricite
2021,H3,93,13,MARSEILLE 06,74,208116,23561234,Fioul
2021,H3,93,13,MARSEILLE 06,74,208116,23561234,Gaz
2021,H3,93,13,MARSEILLE 07,42,169747,22327728,Electricite
2021,H3,93,13,MARSEILLE 07,42,169747,22327728,Gaz
2021,H3,93,13,MARSEILLE 07,42,169747,22327728,Non spécifié
2021,H3,93,13,MARSEILLE 12,51,247283,35665645,Electricite
2021,H3,93,13,MARSEILLE 12,51,247283,35665645,Gaz
2021,H3,93,13,MARSEILLE 16,61,110845,21609024,Electricite
2021,H3,93,13,MARSEILLE 16,61,110845,21609024,Gaz
2021,H3,93,13,MAUSSANE LES ALPILLES,10,16284,1867351,Electricite
2021,H3,93,13,MAUSSANE LES ALPILLES,10,16284,1867351,Gaz
2021,H3,93,13,MAUSSANE LES ALPILLES,10,16284,1867351,Non spécifié
2021,H3,93,13,MEYRARGUES,11,15742,3053368,Electricite
2021,H3,93,13,MEYREUIL,27,22921,2953891,Electricite
2021,H3,93,13,MIMET,4,26831,3814474,Electricite
2021,H3,93,13,MIRAMAS,130,388081,34238111,Electricite
2021,H3,93,13,MIRAMAS,130,388081,34238111,Gaz
2021,H3,93,13,MOURIES,9,8975,875620,Electricite
2021,H3,93,13,MOURIES,9,8975,875620,Gaz
2021,H3,93,13,NOVES,7,45429,5647063,Electricite
2021,H3,93,13,NOVES,7,45429,5647063,Non spécifié
2021,H3,93,13,ORGON,4,61838,3710455,Electricite
2021,H3,93,13,ORGON,4,61838,3710455,Non spécifié
2021,H3,93,13,PELISSANNE,16,27558,3388215,Electricite
2021,H3,93,13,PELISSANNE,16,27558,3388215,Gaz
2021,H3,93,13,PEYNIER,4,21136,1119717,Electricite
2021,H3,93,13,PEYPIN,10,13434,1756677,Electricite
2021,H3,93,13,PEYPIN,10,13434,1756677,Fioul
2021,H3,93,13,PEYROLLES EN PROVENCE,4,12434,1516327,Electricite
2021,H3,93,13,PLAN D ORGON,7,21960,3231802,Electricite
2021,H3,93,13,PLAN DE CUQUES,13,36322,5054444,Electricite
2021,H3,93,13,PLAN DE CUQUES,13,36322,5054444,Gaz
2021,H3,93,13,PORT DE BOUC,41,107327,10501982,Electricite
2021,H3,93,13,PORT DE BOUC,41,107327,10501982,Fioul
2021,H3,93,13,PORT DE BOUC,41,107327,10501982,Gaz
2021,H3,93,13,PORT SAINT LOUIS DU RHONE,17,132824,8918276,Electricite
2021,H3,93,13,PORT SAINT LOUIS DU RHONE,17,132824,8918276,Gaz
2021,H3,93,13,ROGNAC,20,77831,7868833,Electricite
2021,H3,93,13,ROGNAC,20,77831,7868833,Gaz
2021,H3,93,13,ROGNES,7,24182,3128520,Electricite
2021,H3,93,13,ROGNES,7,24182,3128520,Non spécifié
2021,H3,93,13,ROGNONAS,3,8674,2081045,Electricite
2021,H3,93,13,ROQUEFORT LA BEDOULE,4,10538,2060301,Electricite
2021,H3,93,13,ROQUEVAIRE,8,19557,3543897,Electricite
2021,H3,93,13,SAINT ANDIOL,4,15496,1447810,Electricite
2021,H3,93,13,SAINT ANDIOL,4,15496,1447810,Gaz
2021,H3,93,13,SAINT CANNAT,5,11834,1329684,Electricite
2021,H3,93,13,SAINT CANNAT,5,11834,1329684,Gaz
2021,H3,93,13,SAINT CHAMAS,6,24082,2977642,Electricite
2021,H3,93,13,SAINT CHAMAS,6,24082,2977642,Gaz
2021,H3,93,13,SAINT ETIENNE DU GRES,3,11279,2722373,Electricite
2021,H3,93,13,SAINT MARTIN DE CRAU,19,402250,18702582,Electricite
2021,H3,93,13,SAINT MARTIN DE CRAU,19,402250,18702582,Fioul
2021,H3,93,13,SAINT MARTIN DE CRAU,19,402250,18702582,Gaz
2021,H3,93,13,SAINT MITRE LES REMPARTS,19,23210,3665372,Electricite
2021,H3,93,13,SAINT MITRE LES REMPARTS,19,23210,3665372,Gaz
2021,H3,93,13,SAINT PAUL LES DURANCE,4,10680,805964,Electricite
2021,H3,93,13,SAINT REMY DE PROVENCE,24,58668,7066974,Electricite
2021,H3,93,13,SAINT REMY DE PROVENCE,24,58668,7066974,Gaz
2021,H3,93,13,SAINT VICTORET,22,60536,6902490,Electricite
2021,H3,93,13,SAINT VICTORET,22,60536,6902490,Gaz
2021,H3,93,13,SAINTES MARIES DE LA MER,4,5007,427357,Electricite
2021,H3,93,13,SAUSSET LES PINS,13,26719,2780675,Electricite
2021,H3,93,13,SAUSSET LES PINS,13,26719,2780675,Gaz
2021,H3,93,13,SEPTEMES LES VALLONS,23,48111,6731305,Electricite
2021,H3,93,13,SEPTEMES LES VALLONS,23,48111,6731305,Gaz
2021,H3,93,13,SIMIANE COLLONGUE,5,19815,2396995,Electricite
2021,H3,93,13,SIMIANE COLLONGUE,5,19815,2396995,Gaz
2021,H3,93,13,TARASCON,32,79510,11447236,Electricite
2021,H3,93,13,TARASCON,32,79510,11447236,Gaz
2021,H3,93,13,TRETS,12,29692,4711584,Electricite
2021,H3,93,13,TRETS,12,29692,4711584,Gaz
2021,H3,93,13,VELAUX,7,21249,2186342,Electricite
2021,H3,93,13,VENELLES,26,44232,10428233,Electricite
2021,H3,93,13,VENELLES,26,44232,10428233,Gaz
2021,H3,93,13,VENELLES,26,44232,10428233,Non spécifié
2021,H3,93,13,VERNEGUES,3,4858,571684,Electricite
2021,H3,93,83,BAGNOLS EN FORET,3,6622,889591,Electricite
2021,H3,93,83,BANDOL,13,37366,10018187,Electricite
2021,H3,93,83,BANDOL,13,37366,10018187,Gaz
2021,H3,93,83,BARJOLS,3,11922,2484634,Electricite
2021,H3,93,83,BORMES LES MIMOSAS,8,18613,3666691,Electricite
2021,H3,93,83,BORMES LES MIMOSAS,8,18613,3666691,Gaz
2021,H3,93,83,BRIGNOLES,64,215990,30714453,Electricite
2021,H3,93,83,BRIGNOLES,64,215990,30714453,Gaz
2021,H3,93,83,CALLIAN,4,13793,1807099,Electricite
2021,H3,93,83,CARCES,3,11250,2180354,Electricite
2021,H3,93,83,CARCES,3,11250,2180354,Non spécifié
2021,H3,93,83,CARQUEIRANNE,4,13787,2061352,Electricite
2021,H3,93,83,CARQUEIRANNE,4,13787,2061352,Non spécifié
2021,H3,93,83,CAVALAIRE SUR MER,11,29850,3773080,Electricite
2021,H3,93,83,CAVALAIRE SUR MER,11,29850,3773080,Gaz
2021,H3,93,83,COGOLIN,27,40678,5310296,Electricite
2021,H3,93,83,COGOLIN,27,40678,5310296,Fioul
2021,H3,93,83,CUERS,17,42024,5142693,Electricite
2021,H3,93,83,CUERS,17,42024,5142693,Gaz
2021,H3,93,83,FAYENCE,3,7352,2305933,Electricite
2021,H3,93,83,FLASSANS SUR ISSOLE,11,23556,2504897,Electricite
2021,H3,93,83,GAREOULT,6,18071,2637307,Electricite
2021,H3,93,83,GAREOULT,6,18071,2637307,Gaz
2021,H3,93,83,GASSIN,12,47211,8589402,Electricite
2021,H3,93,83,GASSIN,12,47211,8589402,Fioul
2021,H3,93,83,GASSIN,12,47211,8589402,Gaz
2021,H3,93,83,GRIMAUD,6,18910,1720466,Electricite
2021,H3,93,83,LA CRAU,8,20171,2290978,Electricite
2021,H3,93,83,LA CROIX VALMER,8,16472,1947042,Electricite
2021,H3,93,83,LA CROIX VALMER,8,16472,1947042,Fioul
2021,H3,93,83,LA FARLEDE,29,89369,14644073,Electricite
2021,H3,93,83,LA FARLEDE,29,89369,14644073,Non spécifié
2021,H3,93,83,LA GARDE,82,251085,27411823,Electricite
2021,H3,93,83,LA GARDE,82,251085,27411823,Gaz
2021,H3,93,83,LA LONDE LES MAURES,8,25153,2670068,Electricite
2021,H3,93,83,LA VALETTE DU VAR,101,266761,35450206,Electricite
2021,H3,93,83,LA VALETTE DU VAR,101,266761,35450206,Gaz
2021,H3,93,83,LA VALETTE DU VAR,101,266761,35450206,Non spécifié
2021,H3,93,83,LE BEAUSSET,7,23936,4435548,Electricite
2021,H3,93,83,LE BEAUSSET,7,23936,4435548,Gaz
2021,H3,93,83,LE CANNET DES MAURES,15,18238,1615223,Electricite
2021,H3,93,83,LE LAVANDOU,8,19336,3177614,Electricite
2021,H3,93,83,LE LUC,12,34612,7510366,Electricite
2021,H3,93,83,LE MUY,24,60946,6850838,Electricite
2021,H3,93,83,LE MUY,24,60946,6850838,Non spécifié
2021,H3,93,83,LE PRADET,12,38342,5859930,Electricite
2021,H3,93,83,LE PRADET,12,38342,5859930,Gaz
2021,H3,93,83,LES ARCS,49,155184,15646530,Electricite
2021,H3,93,83,LES ARCS,49,155184,15646530,Gaz
2021,H3,93,83,LORGUES,11,42503,6914821,Electricite
2021,H3,93,83,LORGUES,11,42503,6914821,Gaz
2021,H3,93,83,MONTAUROUX,3,3283,707525,Electricite
2021,H3,93,83,NANS LES PINS,5,22926,5911489,Electricite
2021,H3,93,83,NANS LES PINS,5,22926,5911489,Fioul
2021,H3,93,83,OLLIOULES,31,119932,22808495,Electricite
2021,H3,93,83,OLLIOULES,31,119932,22808495,Gaz
2021,H3,93,83,PUGET SUR ARGENS,48,88446,13588262,Electricite
2021,H3,93,83,PUGET SUR ARGENS,48,88446,13588262,Gaz
2021,H3,93,83,RAMATUELLE,4,22376,5585886,Electricite
2021,H3,93,83,RAYOL CANADEL SUR MER,4,5029,743643,Electricite
2021,H3,93,83,RIANS,5,8076,1280862,Electricite
2021,H3,93,83,RIANS,5,8076,1280862,Fioul
2021,H3,93,83,ROCBARON,3,2398,371370,Electricite
2021,H3,93,83,ROQUEBRUNE SUR ARGENS,11,36085,5494932,Electricite
2021,H3,93,83,ROQUEBRUNE SUR ARGENS,11,36085,5494932,Gaz
2021,H3,93,83,SAINT CYR SUR MER,6,22808,4306217,Electricite
2021,H3,93,83,SAINT CYR SUR MER,6,22808,4306217,Gaz
2021,H3,93,83,SAINT MANDRIER SUR MER,3,5472,776109,Electricite
2021,H3,93,83,SAINT MAXIMIN LA SAINTE BAUME,23,67391,10974775,Electricite
2021,H3,93,83,SAINT MAXIMIN LA SAINTE BAUME,23,67391,10974775,Gaz
2021,H3,93,83,SAINT MAXIMIN LA STE BAUME,3,15494,1908240,Electricite
2021,H3,93,83,SAINT MAXIMIN LA STE BAUME,3,15494,1908240,Non spécifié
2021,H3,93,83,SAINT RAPHAEL,42,130445,17990446,Electricite
2021,H3,93,83,SAINT RAPHAEL,42,130445,17990446,Gaz
2021,H3,93,83,SAINT TROPEZ,9,26778,5868148,Electricite
2021,H3,93,83,SAINT ZACHARIE,5,7977,930168,Electricite
2021,H3,93,83,SAINT ZACHARIE,5,7977,930168,Gaz
2021,H3,93,83,SAINTE MAXIME,16,39897,5094521,Electricite
2021,H3,93,83,SAINTE MAXIME,16,39897,5094521,Gaz
2021,H3,93,83,SALERNES,9,18466,3131524,Electricite
2021,H3,93,83,SALERNES,9,18466,3131524,Fioul
2021,H3,93,83,SALERNES,9,18466,3131524,Gaz
2021,H3,93,83,SANARY SUR MER,10,37143,4494487,Electricite
2021,H3,93,83,SANARY SUR MER,10,37143,4494487,Gaz
2021,H3,93,83,SIGNES,7,17843,2779682,Electricite
2021,H3,93,83,SIGNES,7,17843,2779682,Non spécifié
2021,H3,93,83,SIX FOURS LES PLAGES,50,126857,20252170,Electricite
2021,H3,93,83,SIX FOURS LES PLAGES,50,126857,20252170,Gaz
2021,H3,93,83,SOLLIES PONT,24,49226,7020189,Electricite
2021,H3,93,83,SOLLIES PONT,24,49226,7020189,Gaz
2021,H3,93,83,TRANS EN PROVENCE,16,24406,5142624,Electricite
2021,H3,93,83,TRANS EN PROVENCE,16,24406,5142624,Gaz
2021,H3,93,83,VIDAUBAN,6,22960,1080127,Electricite
2021,H3,93,83,VINON SUR VERDON,5,15480,4126166,Electricite
2021,H3,93,83,VINON SUR VERDON,5,15480,4126166,Gaz
2021,H3,93,84,PERTUIS,4,19682,5532726,Electricite
2021,H3,93,84,PERTUIS,4,19682,5532726,Gaz
2021,H3,94,2A,AFA,4,22939,4871051,Electricite
2021,H3,94,2A,BONIFACIO,5,8743,683022,Electricite
2021,H3,94,2A,GROSSETO PRUGNA,7,34723,4373766,Electricite
2021,H3,94,2A,PORTO VECCHIO,22,41053,6008144,Electricite
2021,H3,94,2A,PROPRIANO,10,20108,2833783,Electricite
2021,H3,94,2A,SARROLA CARCOPINO,52,105854,11197751,Electricite
2021,H3,94,2B,BASTIA,37,94025,13255366,Electricite
2021,H3,94,2B,BASTIA,37,94025,13255366,Gaz
2021,H3,94,2B,BORGO,13,31744,2153623,Electricite
2021,H3,94,2B,CALVI,7,15984,1954398,Electricite
2021,H3,94,2B,CORTE,10,18348,2880063,Electricite
2021,H3,94,2B,FURIANI,23,81665,7601905,Electricite
2021,H3,94,2B,GHISONACCIA,4,12686,831295,Electricite
2021,H3,94,2B,L ILE ROUSSE,7,10833,1252864,Electricite
