annee_consommation,zone_climatique,nom_region,nom_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie,coordonnees_gps,densite_energetique,consommation_log,consommation_etat
Année de référence,H1a,Normandie,Calvados,MOULT CHICHEBOVILLE,3,6552,2353434,Inconnu,"(49.112119199999995, -0.1891657150797776)",359.1932234432234,14.671386521001317,Normale
Année de référence,H1a,Normandie,Calvados,SAINT MARTIN DES ENTREES,3,14037,3176533,Electricite,"(49.2681582, -0.6728343)",226.29714326423024,14.971301223236038,Normale
Année de référence,H1a,Normandie,Eure,MENNEVAL,5,3494,514415,Electricite,"(49.1033408, 0.6132492)",147.22810532341157,13.150787555620887,Normale
Année de référence,H1a,Normandie,Eure,NORMANVILLE,4,6665,711183,Electricite,"(49.6948768, 0.5941406)",106.70412603150788,13.474686465740914,Normale
Année de référence,H1a,Normandie,Orne,GACE,3,8060,972738,Inconnu,"(48.79436, 0.2954592)",120.68709677419355,13.787871082635856,Normale
Année de référence,H1a,Normandie,Orne,RIVES D ANDAINE,4,9404,3077707,Inconnu,"(48.5352175, -0.46728879827175207)",327.2763717566993,14.9396957220842,Normale
Année de référence,H1a,Normandie,Seine-Maritime,LES GRANDES VENTES,5,19087,6730235,Inconnu,"(49.7855019, 1.2294846)",352.60831979881596,15.722120767870868,Normale
Année de référence,H1a,Normandie,Seine-Maritime,PISSY POVILLE,5,5784,814369,Electricite,"(49.5294347, 0.9919251)",140.79685338865838,13.610170087164732,Normale
Année de référence,H1a,Normandie,Seine-Maritime,ROUXMESNIL BOUTEILLES,3,5928,998741,Inconnu,"(49.9054443, 1.0941481)",168.4785762483131,13.814251766018025,Normale
Année de référence,H1a,Normandie,Seine-Maritime,SAINT SAENS,3,11914,4517209,Inconnu,"(49.6724119, 1.2830403)",379.15133456437803,15.323405104589938,Normale
Année de référence,H1a,Hauts-de-France,Oise,LACROIX SAINT OUEN,3,10711,633978,Inconnu,"(49.356047, 2.7895045)",59.189431425637196,13.359771109842391,Normale
Année de référence,H1a,Hauts-de-France,Oise,MILLY SUR THERAIN,3,975,458521,Electricite,"(49.5032677, 1.9957762)",470.27794871794873,13.035763552079331,Anormale
Année de référence,H1a,Hauts-de-France,Pas-de-Calais,ATHIES,4,17640,7843664,Inconnu,"(50.3020523, 2.8375271)",444.65215419501135,15.875216757584228,Anormale
Année de référence,H1a,Hauts-de-France,Pas-de-Calais,DUISANS,3,5450,319134,Electricite,"(50.3059788, 2.6881101)",58.556697247706424,12.673369489736343,Normale
Année de référence,H1a,Hauts-de-France,Pas-de-Calais,FRESNES LES MONTAUBAN,6,1485,142890,Electricite,"(50.3329457, 2.9304367)",96.22222222222223,11.869837380828898,Normale
Année de référence,H1a,Hauts-de-France,Pas-de-Calais,MARCONNELLE,3,6869,2193130,Inconnu,"(50.3738592, 2.0183811)",319.27937108749455,14.600840761138047,Normale
Année de référence,H1a,Hauts-de-France,Pas-de-Calais,WIMILLE,3,16245,3814302,Inconnu,"(50.7641091, 1.6303277)",234.79852262234533,15.154268506140102,Normale
Année de référence,H1a,Grand-Est,Marne,BETHENY,4,22741,1142718,Electricite,"(49.2845383, 4.0535127)",50.24924145815927,13.948921068282825,Normale
Année de référence,H1a,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,12,9224,598399,Electricite,"(48.1197799, -1.6038829)",64.87413269731137,13.302014705642405,Normale
Année de référence,H1a,Bretagne,Morbihan,CARENTOIR,4,18588,6229489,Electricite,"(47.81775695, -2.1362362244234725)",335.13497955670323,15.644805025454497,Normale
Année de référence,H1a,Occitanie,Haute-Garonne,TOULOUSE,3,2012,236828,Electricite,"(43.6044622, 1.4442469)",117.70775347912524,12.37509364070983,Normale
Année de référence,H1a,Auvergne-Rhône-Alpes,Rhône,CALUIRE ET CUIRE,3,5372,538458,Inconnu,"(45.7969952, 4.8423304)",100.23417721518987,13.196466635261224,Normale
Année de référence,H1b,Île-de-France,Hauts-de-Seine,PUTEAUX,26,358841,8493116,Electricite,"(48.8841522, 2.2368863)",23.66818730301164,15.954766628718122,Normale
Année de référence,H1b,Bourgogne-Franche-Comté,Haute-Saône,SAINT LOUP SUR SEMOUSE,3,44940,1736349,Inconnu,"(47.8849389, 6.2731365)",38.63704939919893,14.367295766784508,Normale
Année de référence,H1b,Grand-Est,Ardennes,SAULT LES RETHEL,3,11169,2906235,Inconnu,"(49.49497, 4.36469)",260.2054794520548,14.8823693311019,Normale
Année de référence,H1b,Grand-Est,Marne,AY CHAMPAGNE,3,20349,3611399,Inconnu,"(49.055833500000006, 4.0150810116635745)",177.47304535849426,15.099606066763917,Normale
Année de référence,H1b,Grand-Est,Meurthe-et-Moselle,CONFLANS EN JARNISY,4,4290,510425,Electricite,"(49.1664802, 5.8564321)",118.98018648018648,13.14300095015417,Normale
Année de référence,H1b,Grand-Est,Moselle,LA MAXE,3,8226,1023879,Electricite,"(49.1693945, 6.1896756)",124.46863603209336,13.839109890214598,Normale
Année de référence,H1b,Grand-Est,Moselle,OGY MONTOY FLANVILLE,3,8581,1856811,Inconnu,"(49.11616065, 6.296214757128745)",216.3863186108845,14.434371596653062,Normale
Année de référence,H1b,Grand-Est,Moselle,REDING,3,3029,250442,Electricite,"(48.7448986, 7.0977176)",82.68141300759326,12.430986628704606,Normale
Année de référence,H1b,Grand-Est,Bas-Rhin,DUPPIGHEIM,3,10676,3137290,Electricite,"(48.5281292, 7.5894588)",293.8638066691645,14.958870246657579,Normale
Année de référence,H1b,Grand-Est,Bas-Rhin,NIEDERHAUSBERGEN,3,2065,94462,Electricite,"(48.6231002, 7.7008489)",45.744309927360774,11.455963502420696,Normale
Année de référence,H1b,Grand-Est,Bas-Rhin,ROPPENHEIM,29,8025,1752917,Electricite,"(48.8440817, 8.0545977)",218.4320249221184,14.376792385855502,Normale
Année de référence,H1b,Grand-Est,Haut-Rhin,AMMERSCHWIHR,3,4664,571475,Gaz,"(48.1261389, 7.2825373)",122.52894511149228,13.255977766584541,Normale
Année de référence,H1c,Île-de-France,Hauts-de-Seine,PUTEAUX,12,143008,3919295,Electricite,"(48.8841522, 2.2368863)",27.40612413291564,15.181422603801366,Normale
Année de référence,H1c,Bourgogne-Franche-Comté,Côte-dOr,PERRIGNY LES DIJON,6,31477,8944867,Inconnu,"(47.2660906, 5.0089521)",284.17152206372907,16.00659051796867,Normale
Année de référence,H1c,Bourgogne-Franche-Comté,Doubs,GENEUILLE,3,7732,1442655,Inconnu,"(47.3232842, 5.971252)",186.58238489394722,14.18199641709767,Normale
Année de référence,H1c,Bourgogne-Franche-Comté,Saône-et-Loire,DRACY LE FORT,4,14296,918137,Electricite,"(46.7988877, 4.763594)",64.22334918858422,13.730102985102072,Normale
Année de référence,H1c,Bourgogne-Franche-Comté,Saône-et-Loire,FARGES LES CHALON,3,5688,1089758,Inconnu,"(46.8341, 4.80583)",191.58895921237692,13.901467128841484,Normale
Année de référence,H1c,Bretagne,Côtes-d'Armor,SAINT BRIEUC,4,21188,815779,Electricite,"(48.5141134, -2.7603283)",38.501935057579765,13.611899989752379,Normale
Année de référence,H1c,Nouvelle-Aquitaine,Creuse,EVAUX LES BAINS,3,13072,1178850,Electricite,"(46.176149, 2.4870429)",90.18130354957161,13.980050793246416,Normale
Année de référence,H1c,Nouvelle-Aquitaine,Dordogne,TERRASSON LAVILLEDIEU,3,2802,701301,Inconnu,"(45.1292139, 1.3018796)",250.28586723768737,13.460693886367507,Normale
Année de référence,H1c,Nouvelle-Aquitaine,Gironde,LORMONT,3,8308,177951,Electricite,"(44.8791708, -0.5216683)",21.419234472797303,12.08926912998729,Normale
Année de référence,H1c,Nouvelle-Aquitaine,Haute-Vienne,NANTIAT,3,4805,554038,Inconnu,"(46.0096593, 1.1750992)",115.3044745057232,13.224990360363574,Normale
Année de référence,H1c,Nouvelle-Aquitaine,Haute-Vienne,SAINT SULPICE LES FEUILLES,3,910,169829,Fioul,"(46.3181739, 1.3674373)",186.62527472527472,12.042553215698815,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Cantal,ANDELAT,4,5358,628450,Electricite,"(45.0600807, 3.0621933)",117.29189996267264,13.351013340568203,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Isère,CREMIEU,3,6573,2089589,Inconnu,"(45.7241948, 5.2474523)",317.90491404229425,14.552478432447897,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Isère,SUSVILLE,3,7058,1701767,Inconnu,"(44.9180779, 5.7814435)",241.11178804193824,14.347178268601107,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Puy-de-Dôme,LA BOURBOULE,3,5670,1668389,Inconnu,"(45.5892481, 2.7401614)",294.2485008818342,14.32736964752048,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Rhône,MONTAGNY,9,13365,3401591,Electricite,"(45.4562, 6.59111)",254.51485222596332,15.039754115292569,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Savoie,DULLIN,5,2710,204105,Electricite,"(45.5531763, 5.743894)",75.31549815498155,12.22639474572008,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Savoie,NOVALAISE,3,5893,2428172,Inconnu,"(45.5951342, 5.7704482)",412.04344137111826,14.702649680682526,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Savoie,TOURS EN SAVOIE,3,2794,807544,Electricite,"(45.6483, 6.44049)",289.0279169649248,13.601754060080406,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,BONNE,3,9948,2464863,Inconnu,"(46.167254, 6.3216563)",247.77472858866105,14.717647191523081,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,DOMANCY,3,4643,910957,Electricite,"(45.9126189, 6.6490124)",196.20008615119534,13.722252071995996,Normale
Année de référence,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,SAINT CERGUES,3,5149,349794,Electricite,"(46.2357361, 6.3213839)",67.93435618566711,12.765102547582261,Normale
Année de référence,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,LA SAULCE,3,5819,428399,Electricite,"(44.4254815, 6.0074686)",73.62072521051726,12.967812617555731,Normale
Année de référence,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,VEYNES,3,5601,2000855,Inconnu,"(44.5349009, 5.8244718)",357.2317443313694,14.509085646958345,Normale
Année de référence,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,MARSEILLE 03,3,553,40546,Electricite,"(43.3113852, 5.3789412)",73.32007233273056,10.61021707406934,Normale
Année de référence,H2a,Normandie,Manche,BARNEVILLE CARTERET,5,9031,1688029,Electricite,"(49.3815306, -1.7528273)",186.9149595836563,14.339072726491958,Normale
Année de référence,H2a,Normandie,Manche,FERMANVILLE,4,1119,76015,Electricite,"(49.686996, -1.441599)",67.93118856121536,11.238699123426702,Normale
Année de référence,H2a,Normandie,Manche,QUETTREVILLE SUR SIENNE,4,1891,104628,Inconnu,"(48.9651647, -1.4778276709921987)",55.329455314648335,11.558176038841127,Normale
Année de référence,H2a,Normandie,Manche,TOLLEVAST,6,15805,1651616,Electricite,"(49.5737038, -1.6256545)",104.49958873774122,14.317265365990263,Normale
Année de référence,H2a,Normandie,Manche,TREAUVILLE,4,1165,127157,Electricite,"(49.5314276, -1.812071)",109.14763948497854,11.75318568668463,Normale
Année de référence,H2a,Normandie,Manche,YQUELON,3,7071,407966,Electricite,"(48.8469864, -1.5574109)",57.69565832272663,12.918941567762204,Normale
Année de référence,H2a,Bretagne,Côtes-d'Armor,PLESTAN,5,21413,3738700,Electricite,"(48.42374, -2.4479)",174.5995423340961,15.13424878285579,Normale
Année de référence,H2a,Bretagne,Finistère,CLEDER,3,14352,2764458,Electricite,"(48.6612675, -4.1039679)",192.6183110367893,14.832355513758484,Normale
Année de référence,H2a,Bretagne,Finistère,LANRIVOARE,3,5375,194203,Electricite,"(48.474324, -4.638987)",36.13079069767442,12.176664431949588,Normale
Année de référence,H2a,Bretagne,Finistère,PLUGUFFAN,6,9654,688746,Electricite,"(47.9805233, -4.1785594)",71.3430702299565,13.442629283722896,Normale
Année de référence,H2a,Bretagne,Finistère,SAINT EVARZEC,5,15763,590324,Electricite,"(47.9367647, -4.0217135)",37.449977796104804,13.288428511678761,Normale
Année de référence,H2b,Île-de-France,Paris,PARIS 08,3,2696,1579273,Inconnu,"(48.8534951, 2.3483915)",585.7837537091988,14.272475805732697,Anormale
Année de référence,H2b,Île-de-France,Hauts-de-Seine,PUTEAUX,12,130929,2828800,Electricite,"(48.8841522, 2.2368863)",21.60560303676038,14.855363504932185,Normale
Année de référence,H2b,Centre-Val de Loire,Cher,LE SUBDRAY,3,7625,1302224,Electricite,"(47.0097064, 2.2948268)",170.78347540983606,14.079584897880448,Normale
Année de référence,H2b,Centre-Val de Loire,Cher,SANCERRE,3,10812,3006114,Inconnu,"(47.3306906, 2.8390454)",278.03496115427305,14.916159105382977,Normale
Année de référence,H2b,Centre-Val de Loire,Indre-et-Loire,YZEURES SUR CREUSE,3,5302,226166,Electricite,"(46.7852983, 0.8699479)",42.65673330818559,12.329028943427216,Normale
Année de référence,H2b,Pays de la Loire,Loire-Atlantique,LEGE,7,11624,576363,Electricite,"(42.8767279, 0.6100228)",49.58387818306951,13.264494684529666,Normale
Année de référence,H2b,Pays de la Loire,Loire-Atlantique,MOUZEIL,6,4086,263430,Electricite,"(47.4484305, -1.3485691)",64.47136563876651,12.481546753089804,Normale
Année de référence,H2b,Pays de la Loire,Mayenne,GORRON,3,4997,679219,Electricite,"(48.4123473, -0.8129799)",135.9253552131279,13.428700359953275,Normale
Année de référence,H2b,Pays de la Loire,Sarthe,ECOMMOY,3,25633,4366623,Inconnu,"(47.8286006, 0.2733338)",170.35161705613856,15.289500728463167,Normale
Année de référence,H2b,Pays de la Loire,Sarthe,SAINTE JAMME SUR SARTHE,5,19246,3665931,Inconnu,"(48.140451, 0.1700029)",190.4775537774083,15.114593158382696,Normale
Année de référence,H2b,Pays de la Loire,Sarthe,TRANGE,5,9693,782703,Electricite,"(48.0272503, 0.1115402)",80.74930362116991,13.570509870294755,Normale
Année de référence,H2b,Pays de la Loire,Vendée,COMMEQUIERS,3,4436,604843,Electricite,"(46.7612887, -1.8397386)",136.34873760144274,13.312725852523963,Normale
Année de référence,H2b,Pays de la Loire,Vendée,FALLERON,6,3409,106024,Electricite,"(46.88145, -1.7025043)",31.101202698738632,11.571430194342792,Normale
Année de référence,H2b,Pays de la Loire,Vendée,GRAND LANDES,7,1832,189696,Electricite,"(46.8216667, -1.6488889)",103.54585152838428,12.153183341354197,Normale
Année de référence,H2b,Pays de la Loire,Vendée,L ILE D YEU,4,10407,1329391,Electricite,"(46.71018105, -2.34917690050466)",127.74007879312002,14.100232252819142,Normale
Année de référence,H2b,Pays de la Loire,Vendée,LA GENETOUZE,5,3878,222143,Electricite,"(45.2201951, -0.0270315)",57.28287777204745,12.311081099221457,Normale
Année de référence,H2b,Pays de la Loire,Vendée,SAINT PROUANT,4,13635,3485232,Inconnu,"(46.7591667, -0.9558333)",255.6092409240924,15.064045457904564,Normale
Année de référence,H2b,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,6,1883,99395,Electricite,"(48.1197799, -1.6038829)",52.7854487519915,11.506867150386265,Normale
Année de référence,H2b,Nouvelle-Aquitaine,Charente-Maritime,MARSILLY,3,2603,679261,Inconnu,"(49.1000965, 6.2973783)",260.9531310026892,13.428762193676524,Normale
Année de référence,H2b,Nouvelle-Aquitaine,Charente-Maritime,SAINTE SOULLE,3,14975,1714011,Electricite,"(46.188253, -1.0157986)",114.45816360601002,14.354347379282215,Normale
Année de référence,H2b,Nouvelle-Aquitaine,Deux-Sèvres,FRESSINES,5,2660,244640,Electricite,"(46.3221639, -0.2954875)",91.96992481203007,12.407547108793514,Normale
Année de référence,H2b,Nouvelle-Aquitaine,Deux-Sèvres,SAUZE VAUSSAIS,4,11292,2230129,Inconnu,"(46.12234225, 0.10545236330471891)",197.49636911087495,14.617570437701284,Normale
Année de référence,H2b,Nouvelle-Aquitaine,Vienne,BONNEUIL MATOURS,3,1718,169074,Electricite,"(46.6815502, 0.5695724)",98.41327124563446,12.03809768244314,Normale
Année de référence,H2c,Île-de-France,Hauts-de-Seine,PUTEAUX,41,547816,14367910,Electricite,"(48.8841522, 2.2368863)",26.227620222848547,16.48050787518422,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Dordogne,LE LARDIN SAINT LAZARE,3,4043,576150,Inconnu,"(45.1287746, 1.2273602)",142.50556517437548,13.26412505809977,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Gironde,CABANAC ET VILLAGRAINS,3,1156,56195,Electricite,"(44.6065561, -0.5533846)",48.61159169550173,10.936600858971541,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Gironde,LES ARTIGUES DE LUSSAC,7,2781,43633,Electricite,"(44.9706388, -0.1398679)",15.68967997123337,10.683591941951969,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Gironde,PUGNAC,3,5995,691588,Electricite,"(45.0816918, -0.4956194)",115.36080066722269,13.4467471275173,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Gironde,SAINT BRICE,3,7800,502874,Electricite,"(48.6981206, -1.3080672)",64.47102564102565,13.12809690925209,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Landes,MOLIETS ET MAA,3,9107,686626,Electricite,"(43.8489264, -1.3566675)",75.39541012408037,13.439546483438786,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Landes,PISSOS,3,2610,269144,Electricite,"(44.3080279, -0.7777106)",103.12030651340996,12.503005546814876,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Lot-et-Garonne,SAINT VITE,3,8567,322388,Inconnu,"(44.4733753, 0.9400621)",37.63137621104237,12.683514169925841,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,LAHONCE,6,4194,418192,Electricite,"(43.4831925, -1.3902495)",99.71196948020982,12.943698327433903,Normale
Année de référence,H2c,Nouvelle-Aquitaine,Pyrénées-Atlantiques,PARDIES,3,3854,126893,Electricite,"(43.367242, -0.5887876)",32.92501297353399,11.751107371260805,Normale
Année de référence,H2c,Occitanie,Ariège,VERNIOLLE,3,13085,1909128,Electricite,"(43.0794025, 1.6514261)",145.90202521971725,14.462157675071232,Normale
Année de référence,H2c,Occitanie,Haute-Garonne,AUZIELLE,5,2016,224430,Electricite,"(43.5415799, 1.5664791)",111.32440476190476,12.321323589256933,Normale
Année de référence,H2c,Occitanie,Haute-Garonne,MONTBRUN LAURAGAIS,4,1356,71550,Electricite,"(43.4568086, 1.522606)",52.76548672566372,11.178165761127321,Normale
Année de référence,H2c,Occitanie,Haute-Garonne,MONTGISCARD,4,11860,1856838,Electricite,"(43.4580362, 1.5744528)",156.56306913996627,14.434386137599425,Normale
Année de référence,H2c,Occitanie,Lot,CAPDENAC,3,5916,674762,Electricite,"(44.5808234, 2.0696065)",114.05713319810683,13.422116797089618,Normale
Année de référence,H2c,Occitanie,Hautes-Pyrénées,BARBAZAN DEBAT,5,7060,357635,Electricite,"(43.1964736, 0.1176276)",50.656515580736546,12.787270988355436,Normale
Année de référence,H2c,Occitanie,Tarn,SOUAL,5,16206,2788528,Electricite,"(43.5545042, 2.1148775)",172.06762927310874,14.84102477461422,Normale
Année de référence,H2d,Auvergne-Rhône-Alpes,Drôme,MIRABEL ET BLACONS,9,2510,239299,Electricite,"(44.7096, 5.09138)",95.33824701195219,12.385473273896464,Normale
Année de référence,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,CHATEAUNEUF DE GADAGNE,3,20315,786353,Electricite,"(43.927603, 4.9442687)",38.707999015505784,13.575162351699346,Normale
Année de référence,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,LE THOR,4,17088,514055,Electricite,"(43.928823, 4.9945784)",30.082806647940075,13.150087487919087,Normale
Année de référence,H2d,Provence-Alpes-Côte d'Azur,Vaucluse,MORNAS,4,5419,2826166,Electricite,"(44.2011293, 4.728396)",521.5290644030264,14.854431934606593,Anormale
Année de référence,H3,Île-de-France,Hauts-de-Seine,PUTEAUX,43,597760,14385370,Electricite,"(48.8841522, 2.2368863)",24.065461054603855,16.481722345389468,Normale
Année de référence,H3,Bretagne,Ille-et-Vilaine,CESSON SEVIGNE,3,497,29498,Electricite,"(48.1197799, -1.6038829)",59.352112676056336,10.292111643448266,Normale
Année de référence,H3,Bretagne,Ille-et-Vilaine,PACE,6,1221,237634,Electricite,"(48.4454551, -0.0039061)",194.62244062244062,12.378491162019412,Normale
Année de référence,H3,Occitanie,Gard,AIMARGUES,4,21129,3780058,Electricite,"(43.6848937, 4.2095434)",178.90378153249088,15.145250175939568,Normale
Année de référence,H3,Occitanie,Gard,LAUDUN L ARDOISE,3,4044,573783,Electricite,"(44.10482705, 4.655752285759262)",141.88501483679525,13.260008297860391,Normale
Année de référence,H3,Occitanie,Gard,MEJANNES LE CLAP,4,7372,661676,Inconnu,"(44.2249847, 4.3489751)",89.75529028757461,13.402532800441836,Normale
Année de référence,H3,Occitanie,Gard,MILHAUD,4,3562,757572,Electricite,"(43.7896802, 4.3084497)",212.68163952835485,13.53787518135937,Normale
Année de référence,H3,Occitanie,Pyrénées-Orientales,ERR,3,8552,995567,Electricite,"(42.4406621, 2.0328526)",116.41335360149672,13.81106870753677,Normale
Année de référence,H3,Occitanie,Pyrénées-Orientales,LAROQUE DES ALBERES,4,7230,1840622,Electricite,"(42.52284, 2.9347932)",254.58118948824344,14.425614659234062,Normale
Année de référence,H3,Occitanie,Pyrénées-Orientales,LOS MASOS,3,9862,1518088,Electricite,"(42.6235726, 2.45913)",153.9330764550801,14.232962864995075,Normale
Année de référence,H3,Occitanie,Pyrénées-Orientales,POLLESTRES,10,15557,1277389,Electricite,"(42.6420519, 2.8709063)",82.11023976345054,14.060329491677543,Normale
Année de référence,H3,Occitanie,Pyrénées-Orientales,SOREDE,7,10681,838322,Electricite,"(42.5304019, 2.9564544)",78.48722029772493,13.639158746728164,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,ROQUEVAIRE,5,10812,864226,Electricite,"(43.3492766, 5.6046147)",79.93211246762856,13.669590744759802,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,SAINTES MARIES DE LA MER,4,5007,502977,Electricite,"(43.4515922, 4.4277202)",100.45476333133612,13.128301710550808,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,COGOLIN,9,15648,2612071,Electricite,"(43.25, 6.53659)",166.92682770961144,14.775654334082775,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,LA CRAU,5,7050,917291,Electricite,"(43.1497034, 6.0737053)",130.11219858156028,13.729181130212579,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,LE LAVANDOU,6,12182,2607622,Electricite,"(43.1383795, 6.3701286)",214.05532753242488,14.773949636364845,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,RAYOL CANADEL SUR MER,4,5029,1111674,Electricite,"(43.1591343, 6.4705918)",221.05269437263868,13.921378444887528,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,ROCBARON,3,2398,397773,Electricite,"(43.3040144, 6.0910097)",165.8769808173478,12.893639283788861,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,SAINT TROPEZ,3,5261,1229354,Electricite,"(43.2727191, 6.6405225)",233.67306595704238,14.022000199564049,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,VIDAUBAN,5,14086,862339,Electricite,"(43.4273183, 6.4314327)",61.2195797245492,13.667404903432677,Normale
Année de référence,H3,Provence-Alpes-Côte d'Azur,Var,VINON SUR VERDON,3,4592,4424395,Inconnu,"(43.7245683, 5.8127618)",963.5006533101046,15.302644329932438,Anormale
Année de référence,H3,Corse,Corse-du-Sud,AFA,3,20523,4955717,Electricite,"(41.9838088, 8.7966629)",241.4713735808605,15.41605261938587,Normale
Année de référence,H3,Corse,Corse-du-Sud,PORTO VECCHIO,16,34229,6955684,Electricite,"(41.5911382, 9.2794469)",203.21026030558883,15.755069868784581,Normale
Année de référence,H3,Corse,Haute-Corse,CALVI,3,8597,2066449,Electricite,"(42.5677079, 8.7590528)",240.36861695940445,14.541342717141571,Normale
Année de référence,H3,Corse,Haute-Corse,L ILE ROUSSE,3,3865,1281445,Electricite,"(42.6344797, 8.9381367)",331.5510996119017,14.063499685779036,Normale
Année de référence,MAR,Martinique,Martinique,DUCOS,9,1121,248564,Electricite,"(14.5743247, -60.9719008)",221.73416592328277,12.423459659732004,Normale
Année de référence,MAR,Martinique,Martinique,LE LAMENTIN,79,190949,36550315,Electricite,"(14.614557, -61.0018145)",191.41401630801943,17.414200389813523,Normale
Année de référence,MAR,Martinique,Martinique,LE MARIN,4,2294,421873,Electricite,"(14.52518405, -60.96241513972797)",183.90278988666086,12.95246197023575,Normale
Année de référence,MAR,Martinique,Martinique,SCHOELCHER,10,40082,9399194,Electricite,"(14.6169451, -61.1004559)",234.49912679008034,16.05613460527519,Normale
Année de référence,MAY,Mayotte,Mayotte,MAMOUDZOU,14,50096,7579862,Electricite,"(-12.7804136, 45.2279761)",151.30673107633345,15.841005683576592,Normale
Année de référence,MAY,Mayotte,Mayotte,PAMANDZI,3,11889,1349159,Electricite,"(-12.7983446, 45.2746515)",113.47960299436454,14.114992734531805,Normale
Année de référence,REU,La Réunion,La Réunion,BRAS PANON,5,7806,2467318,Electricite,"(-20.9987435, 55.6847941)",316.07968229567,14.71864269400251,Normale
Année de référence,REU,La Réunion,La Réunion,LA POSSESSION,11,33944,5519095,Electricite,"(-20.9269658, 55.3362758)",162.59412561866603,15.523724636725873,Normale
Année de référence,REU,La Réunion,La Réunion,LE PORT,90,238912,39466532,Electricite,"(42.8662832, 1.3740316)",165.19275716581836,17.49096360491601,Normale
Année de référence,REU,La Réunion,La Réunion,LES AVIRONS,5,12543,631464,Electricite,"(-21.2423582, 55.3357911)",50.34393685721119,13.355797795642122,Normale
Année de référence,REU,La Réunion,La Réunion,SAINT ANDRE,27,64116,3775982,Electricite,"(43.273316, 0.8514079)",58.892975232391294,15.14417130411875,Normale
Année de référence,REU,La Réunion,La Réunion,SAINT BENOIT,24,65593,9558553,Electricite,"(45.690211000000005, 5.594554917419655)",145.72519933529492,16.072947018357233,Normale
Année de référence,REU,La Réunion,La Réunion,SAINT LEU,31,56068,8481059,Electricite,"(-21.1677694, 55.2881932)",151.263804665763,15.953345999956237,Normale
2020,GUA,Guadeloupe,Guadeloupe,BAIE MAHAULT,104,236889,32033545,Electricite,"(16.2679458, -61.5870766)",135.22597081333453,17.28229422416817,Normale
2020,GUA,Guadeloupe,Guadeloupe,BAILLIF,6,7746,1085220,Electricite,"(16.0225079, -61.7454024)",140.10069713400463,13.897294210851335,Normale
2020,GUA,Guadeloupe,Guadeloupe,BASSE TERRE,5,11144,1091930,Electricite,"(16.0000778, -61.7333373)",97.98366834170854,13.90345824647743,Normale
2020,GUA,Guadeloupe,Guadeloupe,GOURBEYRE,4,10573,565882,Electricite,"(15.9950443, -61.6919417)",53.5214224912513,13.246142622036162,Normale
2020,GUA,Guadeloupe,Guadeloupe,LE GOSIER,7,2147,915859,Electricite,"(16.2072112, -61.4931309)",426.5761527713088,13.727618793547338,Anormale
2020,GUA,Guadeloupe,Guadeloupe,LES ABYMES,45,112606,19446356,Electricite,"(16.2706436, -61.5057749)",172.69378185887075,16.783170309714542,Normale
2020,GUA,Guadeloupe,Guadeloupe,PETIT BOURG,13,14890,1007677,Electricite,"(16.1913912, -61.5903488)",67.6747481531229,13.823159232135762,Normale
