annee_consommation,zone_climatique,nom_region,nom_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree,vecteur_energie,coordonnees_gps,densite_energetique,consommation_log,consommation_etat
2020,GUA,Guadeloupe,Guadeloupe,POINTE A PITRE,4,4397,582961,Electricite,"(16.2408636, -61.5334077)",132.58153286331589,13.275877283105398,Normale
2020,GUA,Guadeloupe,Guadeloupe,SAINT FRANCOIS,6,8982,2384582,Electricite,"(16.2532002, -61.2750706)",265.4845246047651,14.684534824250505,Normale
2020,GUY,Guyane,Guyane,CAYENNE,33,79025,7659470,Electricite,"(4.9371544, -52.3258736)",96.92464409996836,15.8514534792798,Normale
2020,GUY,Guyane,Guyane,KOUROU,5,9575,1960631,Electricite,"(5.1579834, -52.6424204)",204.76563968668407,14.488777428210792,Normale
2020,GUY,Guyane,Guyane,MATOURY,13,20831,2332755,Electricite,"(4.8496712, -52.3268695)",111.98478229561711,14.66256095916455,Normale
2020,GUY,Guyane,Guyane,REMIRE MONTJOLY,13,16975,6112043,Electricite,"(4.9050148, -52.2771642)",360.0614432989691,15.625771808755461,Normale
2020,H1a,Île-de-France,Seine-et-Marne,DAMMARTIN EN GOELE,4,30044,7144590,Inconnu,"(49.0547758, 2.6835682)",237.80422047663427,15.78186612488052,Normale
2020,H1a,Île-de-France,Seine-et-Marne,MAUREGARD,7,3391,216165,Electricite,"(49.0332971, 2.5809475)",63.746682394573874,12.283801910025678,Normale
2020,H1a,Île-de-France,Seine-et-Marne,SOUPPES SUR LOING,4,11695,2575169,Inconnu,"(48.1868057, 2.7426674)",220.19401453612656,14.761426109318263,Normale
2020,H1a,Île-de-France,Essonne,BIEVRES,7,3579,360711,Electricite,"(49.4941667, 3.7119444)",100.78541492036882,12.795835134982545,Normale
2020,H1a,Île-de-France,Essonne,CHAMARANDE,3,3913,1262449,Inconnu,"(48.5136159, 2.2174622)",322.62944032711476,14.048564835386998,Normale
2020,H1a,Île-de-France,Essonne,SAINT AUBIN,19,17553,1939089,Electricite,"(50.4573687, 1.6651851)",110.47051786019483,14.477729348825799,Normale
2020,H1a,Île-de-France,Essonne,SAINT JEAN DE BEAUREGARD,4,651,134283,Electricite,"(48.6633406, 2.1694739)",206.27188940092165,11.807712239151941,Normale
2020,H1a,Île-de-France,Essonne,VERT LE GRAND,3,8627,3016983,Inconnu,"(48.5740125, 2.3593984)",349.7140373246783,14.91976821484573,Normale
2020,H1a,Île-de-France,Val-d'Oise,BONNEUIL EN FRANCE,5,65536,4179636,Electricite,"(48.9748734, 2.4332879)",63.77618408203125,15.245734958624682,Normale
2020,H1a,Île-de-France,Val-d'Oise,ECOUEN,3,26705,2068310,Inconnu,"(49.0196554, 2.3799378)",77.45029020782626,14.542242890150684,Normale
2020,H1a,Île-de-France,Val-d'Oise,MONTSOULT,4,79165,21981162,Inconnu,"(49.0704484, 2.312001)",277.66262868691973,16.905696417277916,Normale
2020,H1a,Centre-Val de Loire,Eure-et-Loir,BREZOLLES,3,8315,546232,Inconnu,"(48.6915319, 1.0760461)",65.69236319903789,13.210800903626195,Normale
2020,H1a,Normandie,Calvados,PERIERS EN AUGE,3,3548,238888,Electricite,"(49.2572222, -0.0783333)",67.33032694475762,12.383754287883797,Normale
2020,H1a,Normandie,Calvados,SAINT MARTIN DES ENTREES,3,14037,2748202,Electricite,"(49.2681582, -0.6728343)",195.78271710479447,14.826457801502823,Normale
2020,H1a,Normandie,Calvados,TREVIERES,3,3627,316124,Inconnu,"(49.3084948, -0.9047281)",87.15853322304935,12.663892983972266,Normale
2020,H1a,Normandie,Eure,PONT DE L ARCHE,3,7132,789824,Inconnu,"(49.3049098, 1.1562938)",110.74369040942233,13.579566680916908,Normale
2020,H1a,Normandie,Orne,BRIOUZE,3,4187,470527,Electricite,"(48.6996275, -0.3670932)",112.37807499402913,13.061610747395195,Normale
2020,H1a,Normandie,Orne,MOULINS LA MARCHE,3,5936,316446,Electricite,"(48.6490262, 0.477002)",53.309636118598384,12.664911049987872,Normale
2020,H1a,Normandie,Orne,REMALARD EN PERCHE,3,6919,183421,Electricite,"(48.4278927, 0.7740583)",26.509755745049862,12.119544787989808,Normale
2020,H1a,Normandie,Orne,RIVES D ANDAINE,4,9661,2547168,Inconnu,"(48.5352175, -0.46728879827175207)",263.65469413104233,14.750493104332012,Normale
2020,H1a,Normandie,Seine-Maritime,PISSY POVILLE,7,6293,613134,Electricite,"(49.5294347, 0.9919251)",97.4311139361195,13.32634041905663,Normale
2020,H1a,Hauts-de-France,Aisne,SAINT ERME OUTRE ET RAMECOURT,4,12055,1510571,Inconnu,"(49.5151, 3.83985)",125.30659477395271,14.22799894500851,Normale
2020,H1a,Hauts-de-France,Oise,LA CHAPELLE EN SERVAL,4,14116,2211646,Inconnu,"(49.122, 2.52775)",156.67653726268065,14.609248044802667,Normale
2020,H1a,Hauts-de-France,Oise,MILLY SUR THERAIN,4,1055,355730,Electricite,"(49.5032677, 1.9957762)",337.18483412322274,12.781930106233485,Normale
2020,H1a,Hauts-de-France,Pas-de-Calais,DUISANS,9,15846,828563,Electricite,"(50.3059788, 2.6881101)",52.28846396566957,13.627449360903903,Normale
2020,H1a,Hauts-de-France,Pas-de-Calais,FRESNES LES MONTAUBAN,8,4689,585496,Electricite,"(50.3329457, 2.9304367)",124.86585625933034,13.280216338180992,Normale
2020,H1a,Hauts-de-France,Pas-de-Calais,LE WAST,3,3869,322800,Inconnu,"(50.7502914, 1.8021177)",83.43241147583355,12.684791313266565,Normale
2020,H1a,Hauts-de-France,Pas-de-Calais,WIMILLE,3,16245,3293251,Inconnu,"(50.7641091, 1.6303277)",202.72397660818714,15.007386084394705,Normale
2020,H1a,Hauts-de-France,Somme,CAGNY,3,3033,626574,Inconnu,"(49.8622887, 2.3414499)",206.58555885262118,13.348023758842812,Normale
2020,H1a,Hauts-de-France,Somme,SAINT QUENTIN LA MOTTE CROIX BAILLY,3,11396,1643930,Electricite,"(50.0735315, 1.4525575)",144.25500175500176,14.312600882914543,Normale
2020,H1a,Grand-Est,Marne,BETHENY,4,22741,1074677,Electricite,"(49.2845383, 4.0535127)",47.25724462424696,13.887531639790646,Normale
2020,H1a,Bretagne,Morbihan,CARENTOIR,4,18588,6379035,Electricite,"(47.81775695, -2.1362362244234725)",343.18027759845063,15.66852754672596,Normale
2020,H1a,Occitanie,Haute-Garonne,TOULOUSE,4,2112,181828,Electricite,"(43.6044622, 1.4442469)",86.09280303030303,12.110821963955795,Normale
2020,H1a,Auvergne-Rhône-Alpes,Rhône,LYON 03,4,11035,887641,Electricite,"(45.7578137, 4.8320114)",80.43869506116901,13.696323787533073,Normale
2020,H1b,Centre-Val de Loire,Loiret,SAINT PERE SUR LOIRE,3,14541,3196270,Inconnu,"(47.7748215, 2.3718156)",219.81087958187194,14.977495375765402,Normale
2020,H1b,Bourgogne-Franche-Comté,Haute-Saône,JUSSEY,3,7462,1661168,Electricite,"(47.8251954, 5.9029154)",222.61699276333422,14.323032129355848,Normale
2020,H1b,Bourgogne-Franche-Comté,Yonne,BLENEAU,3,5801,1377362,Inconnu,"(47.7005149, 2.948338)",237.43526978107224,14.135681359527787,Normale
2020,H1b,Grand-Est,Marne,CERNAY LES REIMS,3,10064,1083791,Electricite,"(49.2641778, 4.1040521)",107.68988473767885,13.895976560651219,Normale
2020,H1b,Grand-Est,Meurthe-et-Moselle,CONFLANS EN JARNISY,5,6764,841251,Electricite,"(49.1664802, 5.8564321)",124.37182140745121,13.64264653735281,Normale
2020,H1b,Grand-Est,Moselle,REDING,3,3519,226063,Electricite,"(48.7448986, 7.0977176)",64.2406933788008,12.328573424005588,Normale
2020,H1b,Grand-Est,Bas-Rhin,HUTTENHEIM,3,7190,908875,Inconnu,"(48.3589814, 7.580719)",126.40820584144646,13.719963950213065,Normale
2020,H1b,Grand-Est,Bas-Rhin,KILSTETT,6,583,76835,Electricite,"(48.6749481, 7.8573782)",131.79245283018867,11.249428559306802,Normale
2020,H1b,Grand-Est,Bas-Rhin,LAMPERTHEIM,5,6809,1284240,Electricite,"(48.6503574, 7.7003567)",188.60919371420178,14.065678440323646,Normale
2020,H1b,Grand-Est,Bas-Rhin,NIEDERHAUSBERGEN,4,2160,82290,Electricite,"(48.6231002, 7.7008489)",38.09722222222222,11.318017024670775,Normale
2020,H1b,Grand-Est,Bas-Rhin,OTTERSWILLER,3,1874,123809,Electricite,"(48.7272524, 7.3755834)",66.0667022411953,11.726503411414738,Normale
2020,H1b,Grand-Est,Bas-Rhin,ROPPENHEIM,97,43353,4625494,Electricite,"(48.8440817, 8.0545977)",106.69374668419717,15.347093950228706,Normale
2020,H1b,Occitanie,Tarn,CASTRES,3,4154,763135,Electricite,"(49.8044444, 3.2383333)",183.71088107847856,13.545191538157633,Normale
2020,H1c,Île-de-France,Paris,PARIS 15,3,1581,77664,Electricite,"(48.8366762, 2.2960133)",49.123339658444024,11.260159984422007,Normale
2020,H1c,Île-de-France,Hauts-de-Seine,PUTEAUX,15,152526,2478409,Electricite,"(48.8841522, 2.2368863)",16.24909195809239,14.723127783497802,Normale
2020,H1c,Bourgogne-Franche-Comté,Côte-dOr,EPOISSES,3,2952,384740,Inconnu,"(47.50606, 4.17308)",130.3319783197832,12.860325659614668,Normale
2020,H1c,Bourgogne-Franche-Comté,Côte-dOr,FIXIN,3,8605,662477,Inconnu,"(47.2455008, 4.9728452)",76.98744915746659,13.403742628743961,Normale
2020,H1c,Bourgogne-Franche-Comté,Côte-dOr,NEUILLY CRIMOLOIS,3,5661,930095,Inconnu,"(47.2797526, 5.106789)",164.29871047518105,13.743043085608473,Normale
2020,H1c,Bourgogne-Franche-Comté,Côte-dOr,PERRIGNY LES DIJON,7,31557,7333305,Inconnu,"(47.2660906, 5.0089521)",232.38283106759198,15.807936995374806,Normale
2020,H1c,Bourgogne-Franche-Comté,Doubs,GENEUILLE,3,7732,1192124,Inconnu,"(47.3232842, 5.971252)",154.1805483704087,13.991247986881213,Normale
2020,H1c,Bourgogne-Franche-Comté,Doubs,HOUTAUD,5,4124,471867,Inconnu,"(46.9162464, 6.3096855)",114.41973811833172,13.064454564438309,Normale
2020,H1c,Bourgogne-Franche-Comté,Saône-et-Loire,VINZELLES,3,3229,568335,Electricite,"(46.271544, 4.7682954)",176.00960049550943,13.250468072102748,Normale
2020,H1c,Bretagne,Côtes-d'Armor,SAINT BRIEUC,5,21494,600667,Electricite,"(48.5141134, -2.7603283)",27.94579882757979,13.305797648235673,Normale
2020,H1c,Nouvelle-Aquitaine,Creuse,EVAUX LES BAINS,4,14484,1874304,Electricite,"(46.176149, 2.4870429)",129.40513670256834,14.443748482006113,Normale
2020,H1c,Nouvelle-Aquitaine,Dordogne,TERRASSON LAVILLEDIEU,3,2077,577348,Inconnu,"(45.1292139, 1.3018796)",277.9720751083293,13.266202215326887,Normale
2020,H1c,Nouvelle-Aquitaine,Gironde,LORMONT,3,8290,171129,Electricite,"(44.8791708, -0.5216683)",20.64282267792521,12.050178780571498,Normale
2020,H1c,Auvergne-Rhône-Alpes,Ain,CHAZEY BONS,3,7512,1441679,Electricite,"(45.800686049999996, 5.686416813794681)",191.91679978700745,14.181319658192153,Normale
2020,H1c,Auvergne-Rhône-Alpes,Ain,NEYRON,4,2599,157192,Electricite,"(45.8146254, 4.9317746)",60.48172373989996,11.9652296287237,Normale
2020,H1c,Auvergne-Rhône-Alpes,Ain,SAINT ANDRE DE CORCY,9,13590,2109616,Inconnu,"(45.9281426, 4.9534729)",155.23296541574686,14.562016972388442,Normale
2020,H1c,Auvergne-Rhône-Alpes,Ain,VONNAS,3,9145,1616159,Inconnu,"(46.2189665, 4.9925097)",176.72597047566975,14.295563523063011,Normale
2020,H1c,Auvergne-Rhône-Alpes,Cantal,ANDELAT,7,8215,825774,Electricite,"(45.0600807, 3.0621933)",100.52026780279975,13.624077618301857,Normale
2020,H1c,Auvergne-Rhône-Alpes,Loire,CHAVANAY,3,4508,836810,Electricite,"(45.4140776, 4.7297216)",185.62777284826976,13.637353517521884,Normale
2020,H1c,Auvergne-Rhône-Alpes,Loire,UNIEUX,3,10177,1157770,Inconnu,"(45.3989749, 4.2620703)",113.7633880318365,13.96200716280946,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Loire,COHADE,3,7117,1206010,Inconnu,"(45.3366036, 3.3738031)",169.45482647182803,14.00282877728903,Normale
2020,H1c,Auvergne-Rhône-Alpes,Puy-de-Dôme,PUY GUILLAUME,3,6910,1798685,Inconnu,"(45.9598042, 3.4755085)",260.30173661360345,14.40256695628665,Normale
2020,H1c,Auvergne-Rhône-Alpes,Rhône,SOUZY,3,8550,2537652,Electricite,"(45.7056548, 4.4483138)",296.80140350877195,14.746750196080978,Normale
2020,H1c,Auvergne-Rhône-Alpes,Savoie,BARBERAZ,4,6748,960276,Inconnu,"(45.5582393, 5.9421274)",142.30527563722583,13.774977063490544,Normale
2020,H1c,Auvergne-Rhône-Alpes,Savoie,DULLIN,3,1026,48066,Electricite,"(45.5531763, 5.743894)",46.84795321637427,10.78035114995359,Normale
2020,H1c,Auvergne-Rhône-Alpes,Savoie,LA BRIDOIRE,3,11922,2057596,Inconnu,"(45.5251, 5.7396)",172.58815634960578,14.537049355015043,Normale
2020,H1c,Auvergne-Rhône-Alpes,Savoie,TOURS EN SAVOIE,3,2786,456587,Electricite,"(45.6483, 6.44049)",163.8862167982771,13.03153673152354,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,ALLONZIER LA CAILLE,5,11126,989743,Electricite,"(46.0001467, 6.1185532)",88.95766672658637,13.8052016028131,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,BONNE,5,13414,2775951,Inconnu,"(46.167254, 6.3216563)",206.9443119129268,14.836504309393058,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,MARIGNY SAINT MARCEL,3,20479,557070,Inconnu,"(45.82842, 5.98522)",27.20201181698325,13.23044797936768,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,SEYSSEL,3,11854,1833138,Inconnu,"(45.9590439, 5.8360212)",154.6429897081154,14.421540355916193,Normale
2020,H1c,Auvergne-Rhône-Alpes,Haute-Savoie,VIUZ EN SALLAZ,3,10271,1427629,Inconnu,"(46.147716, 6.4104203)",138.99610553986955,14.171526284667062,Normale
2020,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,LA SAULCE,3,5819,420407,Electricite,"(44.4254815, 6.0074686)",72.24729334937274,12.948980947299592,Normale
2020,H1c,Provence-Alpes-Côte d'Azur,Hautes-Alpes,MONTGENEVRE,3,16952,2215682,Inconnu,"(44.9311709, 6.7217996)",130.70327984898537,14.61107126607509,Normale
2020,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,AUBAGNE,3,3400,255395,Electricite,"(43.2924385, 5.5703031)",75.11617647058823,12.450570560750805,Normale
2020,H1c,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,MARSEILLE 03,3,553,29524,Electricite,"(43.3113852, 5.3789412)",53.388788426763114,10.292992641065563,Normale
2020,H2a,Normandie,Manche,BARNEVILLE CARTERET,3,5527,1427160,Inconnu,"(49.3815306, -1.7528273)",258.21603039623665,14.17119771420133,Normale
2020,H2a,Normandie,Manche,QUETTREVILLE SUR SIENNE,4,1697,59187,Inconnu,"(48.9651647, -1.4778276709921987)",34.877430760165,10.988474097622424,Normale
2020,H2a,Normandie,Manche,SOTTEVAST,3,3501,337347,Inconnu,"(49.5234364, -1.5926491)",96.3573264781491,12.728870317477156,Normale
2020,H2a,Normandie,Manche,TOLLEVAST,7,17585,1517811,Electricite,"(49.5737038, -1.6256545)",86.31282342905885,14.232780382100692,Normale
2020,H2a,Normandie,Manche,TREAUVILLE,4,1084,85976,Electricite,"(49.5314276, -1.812071)",79.31365313653137,11.361835097606228,Normale
2020,H2a,Normandie,Manche,YQUELON,3,6451,373595,Electricite,"(48.8469864, -1.5574109)",57.91272670903736,12.830930278641393,Normale
2020,H2a,Bretagne,Côtes-d'Armor,LE MENE,12,23540,4821802,Inconnu,"(48.283769050000004, -2.5021237041884214)",204.83440951571794,15.388658482471435,Normale
2020,H2a,Bretagne,Côtes-d'Armor,MATIGNON,3,8958,1968905,Inconnu,"(48.5968982, -2.2922438)",219.79292252734984,14.492988616512147,Normale
2020,H2a,Bretagne,Côtes-d'Armor,PLESTAN,5,21413,3887125,Electricite,"(48.42374, -2.4479)",181.53107925092235,15.17318062505377,Normale
2020,H2a,Bretagne,Côtes-d'Armor,SAINT NICOLAS DU PELEM,3,7502,1363812,Inconnu,"(48.3144412, -3.1637855)",181.79312183417755,14.125795011212729,Normale
2020,H2a,Bretagne,Finistère,LANDUDEC,7,4134,1118157,Electricite,"(48.0, -4.3357542)",270.47822931785197,13.927193246504402,Normale
2020,H2a,Bretagne,Finistère,LANRIVOARE,3,5375,162638,Electricite,"(48.474324, -4.638987)",30.258232558139536,11.999288299734383,Normale
2020,H2a,Bretagne,Finistère,LOCRONAN,3,1950,125835,Electricite,"(48.0984894, -4.2077026)",64.53076923076924,11.742734750831538,Normale
2020,H2a,Bretagne,Finistère,PLUGUFFAN,4,4164,374015,Electricite,"(47.9805233, -4.1785594)",89.82108549471661,12.832053856230262,Normale
2020,H2a,Bretagne,Finistère,SAINT DIVY,3,7356,760060,Inconnu,"(48.4538382, -4.3349176)",103.32517672648179,13.541153972199494,Normale
2020,H2a,Bretagne,Morbihan,ALLAIRE,3,7223,1078034,Inconnu,"(47.6373804, -2.1625362)",149.25017305828604,13.890650497456487,Normale
2020,H2a,Bretagne,Morbihan,CRACH,3,6476,1654558,Inconnu,"(47.6166941, -3.0011326)",255.4907350216183,14.319045066028329,Normale
2020,H2b,Île-de-France,Hauts-de-Seine,PUTEAUX,11,102825,1787105,Electricite,"(48.8841522, 2.2368863)",17.38006321419888,14.396108109673914,Normale
2020,H2b,Centre-Val de Loire,Cher,SANCERRE,3,10812,1555423,Inconnu,"(47.3306906, 2.8390454)",143.86080281169072,14.257258735238377,Normale
2020,H2b,Hauts-de-France,Aisne,SAINT QUENTIN,3,445,19996,Electricite,"(49.8465253, 3.2876843)",44.934831460674154,9.903337541285003,Normale
2020,H2b,Pays de la Loire,Loire-Atlantique,LE PELLERIN,3,5665,909216,Inconnu,"(47.1999241, -1.7550364)",160.49708737864077,13.720339068541994,Normale
2020,H2b,Pays de la Loire,Loire-Atlantique,LEGE,7,11624,479016,Electricite,"(42.8767279, 0.6100228)",41.20922229869236,13.079491366368703,Normale
