annee_consommation,zone_climatique,code_region,nom_region,code_departement,nom_departement,nom_commune,nombre_declaration,surface_declaree,consommation_declaree
Année de référence,H1b,44,Grand-Est,88,Vosges,MIRECOURT,8,89987,24969774
Année de référence,H1b,44,Grand-Est,88,Vosges,NEUFCHATEAU,15,54443,10416656
Année de référence,H1b,44,Grand-Est,88,Vosges,RAMBERVILLERS,5,34926,4213368
Année de référence,H1b,44,Grand-Est,88,Vosges,RAON L ETAPE,4,24779,3581434
Année de référence,H1b,44,Grand-Est,88,Vosges,REMIREMONT,27,155212,29001991
Année de référence,H1b,44,Grand-Est,88,Vosges,SAINT DIE DES VOSGES,40,237585,55660408
Année de référence,H1b,44,Grand-Est,88,Vosges,SAINT ETIENNE LES REMIREMONT,9,13416,2402534
Année de référence,H1b,44,Grand-Est,88,Vosges,SAINT NABORD,11,20397,1877496
Année de référence,H1b,44,Grand-Est,88,Vosges,SAINTE MARGUERITE,10,30454,8472560
Année de référence,H1b,44,Grand-Est,88,Vosges,THAON LES VOSGES,9,26776,7385092
Année de référence,H1b,44,Grand-Est,88,Vosges,VAGNEY,4,6440,1142047
Année de référence,H1b,44,Grand-Est,88,Vosges,VITTEL,7,35055,7892198
Année de référence,H1c,11,Île-de-France,75,Paris,PARIS 08,4,4534,597524
Année de référence,H1c,11,Île-de-France,75,Paris,PARIS 13,30,35202,6595766
Année de référence,H1c,11,Île-de-France,78,Yvelines,SAINT GERMAIN EN LAYE,3,3874,656813
Année de référence,H1c,11,Île-de-France,92,Hauts-de-Seine,PUTEAUX,12,143008,3919295
Année de référence,H1c,11,Île-de-France,93,Seine-Saint-Denis,SAINT OUEN SUR SEINE,3,10213,363103
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,AHUY,5,11402,2830758
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,ALISE SAINTE REINE,5,23611,4852986
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,ARC SUR TILLE,7,12260,3184201
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,ARNAY LE DUC,5,16569,3550402
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,AUXONNE,7,26039,4923648
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,BEAUNE,43,207901,42067530
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,BRAZEY EN PLAINE,9,11245,1704247
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,CHATILLON SUR SEINE,11,39684,11560051
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,CHENOVE,53,149853,31193792
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,CHEVIGNY SAINT SAUVEUR,13,52319,11278621
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,COUTERNON,3,2131,268519
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,CREANCEY,3,4971,586631
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,DIJON,353,1493175,309129235
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,FONTAINE LES DIJON,9,28903,9271837
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,GENLIS,14,29927,4767817
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,GEVREY CHAMBERTIN,9,18758,3008242
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,IS SUR TILLE,11,29876,6375265
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,LEVERNOIS,4,21998,4710182
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,LONGVIC,24,120689,18094532
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,MARCILLY SUR TILLE,4,7536,474366
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,MARSANNAY LA COTE,26,88280,14186788
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,MESSIGNY ET VANTOUX,6,10406,2574688
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,MONTBARD,21,56215,13899454
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,NEUILLY CRIMOLOIS,3,5680,615261
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,NOLAY,5,8363,1022850
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,NUITS SAINT GEORGES,37,98341,11099962
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,PERRIGNY LES DIJON,6,31477,8944867
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,PONTAILLER SUR SAONE,3,9366,2029636
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,POUILLY EN AUXOIS,11,18497,2764808
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,PRECY SOUS THIL,7,4319,447560
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,QUETIGNY,67,144192,28813848
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SAINT APOLLINAIRE,21,56315,10326746
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SAINT JEAN DE LOSNE,5,4891,1108482
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SAINT JULIEN,6,6634,803626
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SAULIEU,16,52173,7742023
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SAVIGNY LES BEAUNE,3,8650,514708
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SELONGEY,6,15890,3360082
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SEMUR EN AUXOIS,25,82195,22202598
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SEURRE,6,19550,3832129
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,SOMBERNON,4,8413,1259379
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,TALANT,6,18793,5055802
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,VAROIS ET CHAIGNOT,8,7738,1080822
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,VENAREY LES LAUMES,7,15249,1803508
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,VIGNOLES,8,30876,4256076
Année de référence,H1c,27,Bourgogne-Franche-Comté,21,Côte-dOr,VITTEAUX,5,22043,5822123
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,AUDINCOURT,33,77530,12641777
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,BART,4,9532,912656
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,BAVANS,10,22635,4020049
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,BESANCON,387,1193139,205342613
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,BETHONCOURT,9,21026,3919672
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,BROGNARD,5,12865,1163338
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,CHALEZEULE,14,31685,8057682
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,CHATILLON LE DUC,7,4787,739139
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,CHEMAUDIN ET VAUX,6,18993,1558928
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,DANNEMARIE SUR CRETE,3,5951,677936
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,DEVECEY,3,6840,1912350
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,ECOLE VALENTIN,25,61939,15610981
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,ETUPES,12,33897,8828723
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,EXINCOURT,14,31620,5083941
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,FRANOIS,4,9301,642682
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,GENEUILLE,3,7732,1442655
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,HERIMONCOURT,4,4687,757977
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,LES AUXONS,4,2256,317311
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,LES FINS,5,12636,3071548
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,LEVIER,4,16266,2633690
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MAICHE,3,6144,734740
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MALBUISSON,3,6568,2238948
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MARCHAUX CHAUDEFONTAINE,4,4966,1585032
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MISEREY SALINES,3,9776,1146064
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MONTBELIARD,118,312176,61435345
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,MORTEAU,13,23120,4631262
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,ORCHAMPS VENNES,3,7006,1055309
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,ORNANS,6,25934,10287155
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,PIREY,6,5918,772612
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,PONT DE ROIDE VERMONDANS,7,17325,2612237
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,PONTARLIER,85,158414,29841421
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,SERRE LES SAPINS,5,7781,807665
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,SOCHAUX,6,30006,12369089
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,THISE,9,17401,1833680
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,VALDAHON,5,9503,1232405
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,VALENTIGNEY,17,47784,9095221
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,VILLERS LE LAC,5,10153,2650633
Année de référence,H1c,27,Bourgogne-Franche-Comté,25,Doubs,VOUJEAUCOURT,5,20921,5312672
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,ARBOIS,3,3781,628740
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,ARINTHOD,3,11399,1048816
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,BLETTERANS,5,11676,1442523
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,CHAMPAGNOLE,16,56426,8638523
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,CHOISEY,13,42883,8366234
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,CLAIRVAUX LES LACS,3,5272,1359381
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,COURLAOUX,3,5319,711949
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,DOLE,61,185989,30443880
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,LAVANS LES SAINT CLAUDE,4,23051,3952081
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,LONS LE SAUNIER,48,123789,24708270
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,MOIRANS EN MONTAGNE,3,40124,2503887
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,MONTMOROT,15,53208,5097297
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,ORGELET,3,18932,1474117
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,PERRIGNY,8,24336,4304385
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,POLIGNY,3,18018,3108671
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,SAINT AMOUR,5,17274,3221638
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,SAINT CLAUDE,10,12548,2298747
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,SAINT LAURENT EN GRANDVAUX,4,6647,1012249
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,SALINS LES BAINS,6,13230,3257726
Année de référence,H1c,27,Bourgogne-Franche-Comté,39,Jura,TAVAUX,9,30487,3971108
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,ALLERIOT,4,1168,239461
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,AUTUN,49,143124,26838730
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,BOURBON LANCY,15,35389,5818655
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,BRANGES,3,5289,554071
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,BUXY,4,9797,1879586
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHAGNY,11,29443,6253733
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHAINTRE,4,7138,1266330
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHALON SUR SAONE,173,538067,115550273
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHAMPFORGEUIL,7,13120,2256125
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHARNAY LES MACON,24,24861,3492529
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHAROLLES,17,38896,4967449
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHATENOY EN BRESSE,4,3943,582160
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHATENOY LE ROYAL,26,60005,10529651
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CHAUFFAILLES,11,26228,3648417
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CIEL,4,1700,274144
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CLUNY,5,10807,2411823
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CRECHES SUR SAONE,11,31790,9088464
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CRISSEY,12,23453,1158783
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,CUISERY,9,70463,4118486
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,DIGOIN,30,143169,18472743
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,DRACY LE FORT,4,14296,918137
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,ECUISSES,4,6272,914454
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,EPINAC,3,6991,1116329
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,ETANG SUR ARROUX,5,11619,2533731
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,FARGES LES CHALON,3,5688,1089758
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,FRAGNES LA LOYERE,6,27090,1726838
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,GERGY,6,3230,803382
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,GUEUGNON,9,33499,6883624
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LA CHAPELLE DE GUINCHAY,4,22093,3615163
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LA CLAYETTE,8,28686,9722719
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LE CREUSOT,31,164722,28076074
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LE MIROIR,5,1288,145138
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LOUHANS,16,32218,7920431
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,LUX,3,4742,759142
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,MACON,150,582809,95146471
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,MARCIGNY,6,20735,5092940
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,MONTCEAU LES MINES,30,69918,12097730
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,MONTCHANIN,13,75505,11961521
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,PARAY LE MONIAL,50,127007,27945122
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,PERRECY LES FORGES,5,2940,1165975
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,PIERRE DE BRESSE,4,14659,2153915
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,PRISSE,5,11177,2902063
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SAINT GENGOUX LE NATIONAL,4,9051,1048134
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SAINT MARCEL,29,64666,10754845
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SAINT REMY,8,26480,4201732
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SAINT VALLIER,13,66822,12305357
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SANCE,9,25435,3238898
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SANVIGNES LES MINES,9,23472,3237399
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SENNECEY LE GRAND,12,22194,4367219
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,SEVREY,5,83027,15951639
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,TORCY,6,22423,4198775
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,TOURNUS,19,47052,9500451
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,VARENNES LES MACON,4,4450,1260950
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,VERDUN SUR LE DOUBS,3,7828,1804111
Année de référence,H1c,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,VITRY EN CHAROLLAIS,3,4749,458782
Année de référence,H1c,28,Normandie,14,Calvados,MONDEVILLE,3,82307,11323842
Année de référence,H1c,53,Bretagne,22,Côtes-d'Armor,PLERIN,4,5464,341081
Année de référence,H1c,53,Bretagne,22,Côtes-d'Armor,SAINT BRIEUC,4,21188,815779
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,ALLASSAC,8,18759,2425491
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,ARGENTAT SUR DORDOGNE,5,13923,2633777
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,BORT LES ORGUES,9,33534,7787349
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,BRIVE LA GAILLARDE,109,463487,83553132
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,EGLETONS,9,49832,8951274
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,FAVARS,3,13117,1157593
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,MALEMORT,12,40488,8867891
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,MEYMAC,4,22465,3911620
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,NEUVIC,3,34862,4762068
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,OBJAT,6,22644,2776623
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,SAINT PANTALEON DE LARCHE,4,14700,1167378
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,SEILHAC,4,13458,2498520
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,TREIGNAC,4,11296,2085056
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,TULLE,45,219461,39310911
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,USSAC,7,13484,2236001
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,USSEL,28,135838,22564590
Année de référence,H1c,75,Nouvelle-Aquitaine,19,Corrèze,VARETZ,3,6050,1064793
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,AUBUSSON,10,46232,9921790
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,BENEVENT L ABBAYE,3,2918,714447
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,BOURGANEUF,3,14027,3934152
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,DUN LE PALESTEL,5,3616,625343
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,EVAUX LES BAINS,3,13072,1178850
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,GUERET,57,142999,24281324
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,LA SOUTERRAINE,18,59603,10002971
Année de référence,H1c,75,Nouvelle-Aquitaine,23,Creuse,SAINTE FEYRE,5,6983,886400
Année de référence,H1c,75,Nouvelle-Aquitaine,24,Dordogne,TERRASSON LAVILLEDIEU,3,2802,701301
Année de référence,H1c,75,Nouvelle-Aquitaine,33,Gironde,LORMONT,3,8308,177951
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,AIXE SUR VIENNE,17,37535,7929970
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,AMBAZAC,10,16389,3597240
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,BELLAC,10,53096,6345033
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,BOISSEUIL,11,26037,8153556
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,CHATEAUPONSAC,3,4600,872788
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,COUZEIX,21,43696,8726205
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,FEYTIAT,19,60413,7397697
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,ISLE,11,32036,5500043
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,LE PALAIS SUR VIENNE,16,16970,2666198
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,LE VIGEN,9,12265,1536225
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,LIMOGES,386,1681950,320710768
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,MAGNAC LAVAL,3,27069,5776468
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,NANTIAT,3,4805,554038
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,NEXON,3,7869,1686188
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,PANAZOL,14,30875,6296612
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,ROCHECHOUART,7,12306,2977856
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,SAINT JUNIEN,28,105912,16616559
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,SAINT LEONARD DE NOBLAT,5,15929,3705638
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,SAINT MAURICE LES BROUSSES,3,1490,210887
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,SAINT SULPICE LES FEUILLES,3,910,169829
Année de référence,H1c,75,Nouvelle-Aquitaine,87,Haute-Vienne,SAINT YRIEIX LA PERCHE,13,84060,12340330
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,AMBERIEU EN BUGEY,54,201826,34203409
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,AMBRONAY,4,6610,693158
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,ARBENT,16,75558,11604863
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BAGE DOMMARTIN,3,10113,1300518
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BELLEY,15,79439,9606041
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BELLIGNAT,11,67234,14193086
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BEYNOST,25,65287,8019049
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BLYES,3,16995,7240732
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,BOURG EN BRESSE,189,694935,123786347
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CEYZERIAT,3,12656,1421780
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CHALAMONT,3,7368,2137792
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CHATILLON LA PALUD,4,1753,339348
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CHATILLON SUR CHALARONNE,16,57627,8946856
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,COLIGNY,3,9738,1231182
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CROTTET,5,5731,498376
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,CULOZ,6,37140,3278686
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,DAGNEUX,11,32007,4129175
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,DIVONNE LES BAINS,16,60992,17342377
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,FEILLENS,4,10941,1982012
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,FERNEY VOLTAIRE,22,51825,15324025
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,FRANCHELEINS,3,1250,146805
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,GEX,21,75161,14368752
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,GROISSIAT,6,29539,4659943
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,JASSANS RIOTTIER,3,17243,3423927
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,LAGNIEU,7,46591,5181101
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MASSIEUX,4,10509,1644228
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MEXIMIEUX,24,52622,7483019
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MIONNAY,4,3902,481415
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MIRIBEL,26,61355,9964100
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MONTAGNAT,4,7868,1002060
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MONTCEAUX,4,16536,2410358
Année de référence,H1c,84,Auvergne-Rhône-Alpes,01,Ain,MONTLUEL,11,34984,6037692
